rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken
platinum-3,12,4ed81ec9f1010900,0.178,17.708,0.09,18.75,20.0,213.3,30.732,6.758,2.347,7.8,22.724,20.18,0.151,58.926,5.416,68.63,30.011,1.357,39.518,30.755,29.41,37.509,75.46,24.539,59.225,26.074,14.699,0.052,0.067
platinum-3,12,3f09749df9764e57a47634fac7ad7987,0.222,34.629,0.23,16.111,51.666,280.3,18.577,8.088,2.918,7.629,23.424,19.208,0.354,58.843,7.008,56.263,39.84,3.895,40.04,28.645,32.093,36.701,73.909,26.09,58.499,27.169,14.331,0.072,0.02
platinum-3,12,76561197997429109,0.338,40.0,0.219,8.75,40.333,360.6,67.383,9.452,3.541,9.564,27.675,10.719,0.53,65.182,11.785,62.401,34.595,3.002,37.616,33.799,35.254,36.207,75.187,24.812,56.785,26.495,16.718,0.152,0.171
diamond-1,13,01ffb94aa9b24385ac77245b7774b77d,0.336,18.5,0.169,30.5,35.357,358.5,63.236,14.065,3.296,5.836,24.118,13.5,0.496,65.104,9.906,64.609,32.504,2.886,42.008,30.225,25.083,44.414,74.544,25.455,54.224,27.386,18.388,0.22,0.12
diamond-1,13,76561198839177058,0.478,28.333,0.224,48.333,23.333,346.3,34.662,8.844,3.33,8.86,29.723,10.592,0.457,63.021,7.885,60.395,37.413,2.191,30.7,35.538,36.294,30.468,70.427,29.572,47.539,28.714,23.745,0.078,0.128
diamond-1,13,76561198013932308,0.423,22.083,0.115,28.541,16.666,235.8,28.782,11.324,1.844,5.551,20.929,12.808,0.43,55.695,4.681,73.029,25.511,1.459,36.447,31.724,31.288,34.54,74.349,25.65,50.473,30.969,18.556,0.077,0.077
diamond-1,13,76561198346564960,0.821,69.444,0.313,16.851,42.547,388.2,30.081,9.192,4.043,11.45,27.822,10.447,0.586,64.152,11.126,55.483,40.408,4.108,30.679,37.516,37.611,31.856,72.114,27.885,48.349,31.321,20.328,0.095,0.14
diamond-1,13,76561197993314654,0.214,21.111,0.154,8.888,40.0,392.2,68.566,10.585,3.8,13.771,31.346,12.381,0.494,66.173,11.012,65.122,31.144,3.732,35.437,30.313,29.672,37.886,73.867,26.132,51.827,31.967,16.204,0.255,0.12
diamond-1,13,9ca96a8bde9c48a5a38377ad42f9d154,0.451,53.541,0.13,13.75,40.166,331.9,25.001,8.897,3.425,7.223,23.756,13.814,0.773,63.086,6.514,64.645,32.729,2.624,34.668,33.39,34.391,32.53,69.879,30.12,47.083,32.037,20.879,0.176,0.142
diamond-1,13,fdcf350300000900,0.619,49.259,0.219,8.703,26.833,207.4,23.023,11.354,2.027,4.198,16.213,11.806,0.375,57.091,4.15,70.69,27.39,1.919,38.525,30.784,32.198,35.055,77.593,22.406,56.028,27.049,16.921,0.075,0.293
diamond-1,13,2b8743d0f5010900,0.375,28.333,0.203,3.333,32.333,264.9,28.714,8.165,2.651,8.777,25.389,12.67,0.356,59.908,5.841,63.293,34.356,2.35,42.968,28.883,30.94,36.855,75.58,24.419,56.851,27.961,15.186,0.06,0.228
diamond-1,13,76561198142523449,0.512,38.095,0.297,15.476,24.999,368.0,41.375,12.233,3.617,10.007,27.899,7.822,0.785,65.347,13.429,63.798,33.195,3.006,34.067,32.931,33.507,34.298,72.377,27.622,45.749,31.929,22.321,0.158,0.179
diamond-1,13,c16fa50342554860ab988446b1c6dcc2,0.576,32.291,0.238,40.625,21.666,345.6,21.145,11.173,2.916,12.025,38.511,8.197,0.519,67.439,11.127,55.294,41.754,2.95,34.638,32.027,36.43,30.534,73.214,26.785,46.485,33.563,19.951,0.1,0.18
diamond-1,13,76561198142094765,0.354,38.095,0.14,7.142,37.666,286.1,17.142,12.11,2.713,7.511,26.512,11.28,0.533,64.795,10.481,64.167,34.048,1.783,30.687,35.486,31.751,34.463,69.691,30.308,44.368,30.875,24.755,0.139,0.116
diamond-1,13,76561199013365067,0.476,45.0,0.196,28.518,40.833,263.7,29.833,9.161,2.296,5.979,19.388,14.575,0.668,58.452,6.728,61.98,34.88,3.139,31.619,31.284,31.095,31.465,70.868,29.131,45.907,29.299,24.793,0.02,0.114
diamond-1,13,76561198038271858,0.35,23.928,0.19,17.619,25.0,300.9,33.014,9.014,2.936,10.58,29.198,14.038,0.44,63.656,9.52,57.393,39.72,2.885,34.127,33.687,32.779,36.772,71.649,28.35,48.809,31.083,20.107,0.174,0.08
diamond-1,13,76561197960546174,0.418,50.0,0.259,36.666,28.333,256.8,6.126,10.221,2.208,8.322,26.313,13.401,0.337,58.617,4.562,56.172,40.136,3.691,36.213,34.623,31.86,37.037,71.508,28.491,51.191,29.672,19.136,0.079,0.12
diamond-1,13,76561198095991951,0.38,24.166,0.18,20.0,38.666,290.6,21.32,8.96,3.12,7.38,24.04,14.128,0.72,66.747,10.119,59.683,36.502,3.813,33.636,37.144,32.562,40.062,70.486,29.513,44.583,33.464,21.952,0.06,0.16
diamond-1,13,KinnarBahu,0.62,45.625,0.28,33.75,35.416,414.5,95.78,7.86,4.959,11.389,32.034,12.947,0.74,66.53,12.766,65.083,30.232,4.684,30.213,40.495,36.776,33.23,66.204,33.795,45.78,29.213,25.006,0.26,0.179
diamond-1,13,23393204762248839f6ba49d8c81faa4,0.32,22.619,0.2,42.142,28.333,348.4,45.38,12.72,3.52,6.284,23.329,18.687,0.66,62.36,8.463,64.402,33.704,1.893,31.805,35.552,32.398,36.159,66.807,33.192,47.678,30.042,22.279,0.26,0.12
diamond-1,13,Tyhor_98,0.48,21.666,0.26,20.238,26.666,243.8,46.22,11.84,2.12,4.289,19.577,9.627,0.18,59.865,6.907,68.803,29.099,2.096,39.989,26.782,33.935,33.49,73.59,26.409,50.242,29.467,20.289,0.02,0.12
diamond-1,13,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25.0,41.666,318.8,35.601,11.756,3.039,7.292,27.982,11.378,0.332,63.078,9.722,68.252,29.302,2.445,38.146,30.151,29.609,39.19,77.168,22.831,44.501,34.896,20.602,0.097,0.097
diamond-1,13,*******,0.28,14.166,0.12,21.666,16.0,294.0,41.779,10.56,2.78,8.801,26.658,13.502,0.4,61.039,9.137,64.783,32.877,2.338,34.413,34.757,31.76,35.771,70.92,29.079,53.571,30.008,16.42,0.1,0.14
diamond-1,13,76561197965223122,0.4,22.916,0.18,37.5,31.666,313.0,20.4,10.48,2.92,14.721,37.34,12.539,0.76,59.83,7.328,62.241,35.308,2.449,29.806,36.23,37.08,29.052,69.338,30.661,48.742,30.215,21.042,0.26,0.2
diamond-1,13,76561198049388605,0.386,18.518,0.368,24.074,13.333,371.9,41.76,11.212,3.144,16.869,36.98,5.694,0.581,62.582,8.649,60.936,35.711,3.352,36.315,34.102,34.606,34.623,72.361,27.638,53.928,26.652,19.418,0.157,0.071
diamond-1,13,76561198123742823,0.525,50.0,0.197,0.0,35.833,160.4,17.151,11.598,1.43,1.093,6.65,17.675,0.35,58.365,4.046,69.452,29.688,0.859,39.014,30.506,26.471,42.055,74.127,25.872,56.315,28.357,15.326,0.097,0.137
diamond-1,13,76561198048819766,0.243,11.111,0.215,33.333,10.0,250.5,21.451,7.535,2.889,6.669,17.602,17.023,0.638,55.856,5.299,66.098,32.417,1.484,34.504,35.296,33.952,37.01,72.204,27.795,49.156,30.475,20.367,0.191,0.14
diamond-1,13,76561197990991184,0.453,43.75,0.2,12.5,29.5,326.1,35.427,10.297,3.26,9.852,26.886,17.613,0.544,63.804,9.698,64.229,31.316,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,30.09,22.382,0.093,0.08
diamond-1,13,TonyTonto,0.484,31.083,0.156,16.583,55.0,454.4,93.144,8.86,4.994,13.058,33.597,9.115,0.796,70.534,16.601,58.879,37.617,3.503,33.488,34.307,37.546,32.589,73.201,26.798,49.112,28.577,22.309,0.159,0.352
diamond-1,13,770f962bfd010900,0.262,6.25,0.236,37.5,10.0,244.4,42.181,8.457,2.998,4.676,15.523,27.262,0.254,57.856,6.082,67.5,29.74,2.759,40.675,30.743,27.225,43.053,71.435,28.564,58.489,25.349,16.16,0.12,0.1
diamond-1,13,7a418814f9010900,0.311,19.047,0.096,33.333,20.0,312.0,15.882,10.224,3.12,7.449,23.569,12.826,0.503,57.365,5.433,65.037,32.036,2.925,35.167,33.91,33.133,34.678,70.264,29.735,51.611,27.226,21.162,0.08,0.107
diamond-1,13,19974848f3010900,0.36,18.518,0.14,20.185,29.999,308.1,35.24,9.119,3.54,6.0,18.198,13.535,0.34,62.852,7.138,65.868,29.984,4.146,41.949,28.463,31.6,38.073,77.251,22.748,53.995,29.535,16.468,0.1,0.199
diamond-1,13,76561198090505417,0.674,79.166,0.236,6.666,57.083,327.5,15.783,13.931,2.818,7.961,28.078,13.776,0.695,63.673,11.485,56.556,39.482,3.961,31.954,37.892,39.828,32.434,71.18,28.819,47.892,29.04,23.067,0.42,0.113
platinum-2,11,8e3e8deb25344a6f864b95db825db92f,0.274,20.833,0.232,19.791,20.0,291.2,29.051,9.645,2.97,9.274,24.231,13.185,0.433,63.152,10.234,55.482,40.519,3.998,36.151,31.858,32.37,36.233,74.121,25.878,50.338,30.282,19.379,0.12,0.118
platinum-2,11,DonDieselShifty,0.337,15.0,0.125,12.5,13.333,276.6,53.312,7.08,3.448,7.463,20.327,20.69,0.746,62.434,8.026,69.332,28.187,2.479,38.651,32.039,32.358,37.931,70.967,29.032,52.259,27.933,19.807,0.194,0.125
platinum-2,11,aa4db3e2ec60fb51,0.335,22.38,0.157,11.666,26.666,363.0,48.082,7.348,3.738,15.696,35.787,11.811,0.649,62.513,12.212,52.986,45.036,1.976,33.367,36.747,34.665,36.142,68.741,31.258,48.525,28.789,22.684,0.159,0.1
platinum-2,11,c1d4b294df3f4083b02611c3e46146ce,0.512,42.5,0.209,30.0,64.0,304.9,31.78,9.265,3.393,10.102,22.136,18.976,0.695,60.786,9.032,62.254,34.683,3.061,36.845,34.266,36.839,33.257,73.847,26.152,53.937,27.032,19.03,0.169,0.199
platinum-2,11,Naamtaar,0.217,35.833,0.193,17.5,39.999,251.5,13.336,8.118,2.39,4.954,19.61,15.077,0.412,59.543,4.807,63.882,32.633,3.483,36.559,33.009,30.437,37.995,71.019,28.98,51.797,28.563,19.638,0.115,0.148
platinum-2,11,Deja_fan,0.399,15.833,0.12,7.5,30.0,369.4,84.84,8.6,3.76,10.046,24.771,10.817,0.92,60.352,8.561,66.001,31.938,2.059,28.285,38.327,33.589,33.321,64.859,35.14,45.643,29.879,24.477,0.26,0.14
platinum-2,11,76561197990982722,0.414,20.666,0.393,15.833,20.666,243.0,24.562,9.989,2.244,7.08,20.172,15.758,0.422,59.621,6.103,63.635,33.646,2.717,40.798,30.066,31.123,37.84,75.683,24.316,55.872,28.496,15.631,0.047,0.141
platinum-2,11,76561198094178457,0.422,41.666,0.168,30.333,26.666,302.1,33.205,9.058,3.068,4.849,20.696,16.317,0.653,61.469,6.868,64.199,32.933,2.866,32.527,35.717,30.376,36.677,72.273,27.726,44.039,31.272,24.688,0.117,0.08
platinum-2,11,57e4bc0dde3048a8956b56767eab9a21,0.488,38.214,0.095,13.69,32.499,301.1,39.426,10.752,3.076,13.56,37.182,7.347,0.521,60.591,7.195,65.294,33.438,1.266,27.062,41.478,35.72,31.137,67.437,32.562,42.552,31.078,26.369,0.118,0.135
platinum-2,11,*************,0.569,31.785,0.12,32.857,24.952,236.6,25.424,10.074,2.227,8.801,28.214,14.604,0.497,56.778,5.883,65.545,32.343,2.111,34.517,32.532,35.667,30.163,72.391,27.608,47.347,29.464,23.187,0.1,0.12
platinum-2,11,***************,0.253,13.333,0.054,17.777,14.999,275.1,74.594,10.104,2.393,8.566,34.036,9.6,0.289,59.465,6.495,67.432,29.268,3.298,36.089,31.302,30.689,35.825,72.965,27.034,55.914,28.626,15.458,0.08,0.078
platinum-2,11,79323b0800000900,0.317,21.0,0.1,27.5,29.999,148.6,33.789,8.404,1.144,5.292,18.128,12.987,0.228,56.595,3.329,70.28,27.748,1.971,28.563,38.061,32.247,33.287,67.633,32.366,46.217,30.165,23.616,0.04,0.158
platinum-2,11,novahkiin26,0.282,27.083,0.238,26.041,33.333,333.4,23.887,7.66,2.85,21.926,42.775,7.472,0.479,59.634,6.065,61.829,36.115,2.055,31.757,34.915,37.132,29.091,73.911,26.088,50.681,28.827,20.49,0.02,0.141
platinum-2,11,a8af419cfd1c43a5ad4123e2ab0740bf,0.426,43.333,0.281,15.833,35.333,199.0,32.466,8.202,2.217,3.041,14.588,24.229,0.423,61.013,6.656,71.706,26.871,1.422,35.952,33.664,32.435,35.375,75.752,24.247,51.799,30.019,18.181,0.1,0.077
platinum-2,11,0f0a1768fe010900,0.47,48.333,0.06,10.833,68.333,372.6,61.712,10.058,3.565,21.431,42.847,8.079,0.526,64.991,10.814,57.56,38.871,3.567,32.43,34.308,35.033,33.398,71.227,28.772,47.553,30.681,21.765,0.04,0.02
platinum-2,11,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138
platinum-2,11,f831530000000900,0.409,38.333,0.137,21.666,25.0,314.5,73.558,10.927,3.071,9.154,28.249,9.515,0.546,61.991,8.0,67.156,29.17,3.673,30.69,34.422,38.004,28.053,71.04,28.959,50.135,27.933,21.93,0.197,0.117
platinum-2,11,b942d10200000900,0.331,20.0,0.177,6.666,19.999,236.0,54.072,11.879,2.091,8.17,23.939,9.47,0.331,59.417,5.607,73.503,25.023,1.473,32.754,30.696,29.39,33.696,70.281,29.718,50.194,29.771,20.034,0.098,0.177
platinum-2,11,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,17.179,8.358,3.815,10.991,29.83,15.01,0.555,61.134,7.062,65.127,33.057,1.814,43.007,28.048,28.158,40.814,78.717,21.282,54.329,30.963,14.707,0.06,0.105
platinum-2,11,76561198879607221,0.291,30.0,0.16,9.166,34.999,273.6,61.695,7.925,3.237,8.962,27.592,14.847,0.629,61.652,8.428,62.094,35.834,2.071,31.398,37.409,32.065,36.44,67.274,32.725,46.389,30.77,22.839,0.146,0.115
platinum-2,11,9e7b91a4b438434e84750c3e6a0e33c7,0.57,52.083,0.19,25.0,59.0,400.0,50.611,9.561,3.957,18.397,36.594,9.746,0.676,64.304,9.572,60.189,36.617,3.193,28.165,38.238,32.153,37.543,66.025,33.974,45.749,29.901,24.348,0.197,0.135
platinum-2,11,AMZ_Seba_Sebo07,0.25,24.166,0.197,7.5,30.0,347.3,33.694,8.711,3.088,10.303,28.968,12.461,0.415,62.439,9.231,64.846,32.66,2.492,39.906,30.509,28.979,37.982,72.107,27.892,51.214,29.154,19.631,0.02,0.057
platinum-2,11,f9df37f4e69147ff982f95d78fa0023c,0.545,45.925,0.108,16.481,34.142,301.4,23.299,10.526,3.154,6.376,21.394,15.842,0.593,63.313,6.113,63.462,33.71,2.827,26.656,36.963,31.7,35.577,70.397,29.602,45.393,31.378,23.227,0.124,0.064
platinum-2,11,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,96.5,10.548,3.738,10.677,27.304,19.039,0.606,63.43,10.665,67.344,31.288,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,28.259,22.066,0.471,0.118
platinum-2,11,e09f790100000900,0.536,17.5,0.161,37.5,9.555,264.5,46.16,8.278,2.747,7.378,24.259,16.251,0.27,60.86,7.219,64.042,34.515,1.441,34.685,35.182,28.893,39.797,70.317,29.682,50.419,28.201,21.379,0.02,0.085
platinum-2,11,51e00497f2010900,0.36,26.666,0.18,41.666,29.999,269.7,52.87,10.281,2.435,6.177,19.783,19.526,0.56,59.726,8.265,63.76,34.277,1.961,32.108,35.123,35.144,32.652,70.804,29.195,47.723,30.404,21.872,0.12,0.07
platinum-2,11,HMK-1-,0.324,40.0,0.158,31.666,47.5,286.6,32.946,7.75,2.837,14.153,30.785,8.769,0.368,61.526,9.252,60.629,37.562,1.807,33.678,35.439,34.24,32.156,71.895,28.104,51.026,27.957,21.016,0.117,0.06
platinum-2,11,406e7baec40f41209aea32fbb58ad81d,0.857,88.333,0.262,1.666,43.666,298.4,6.412,10.883,3.357,5.035,19.42,14.41,0.519,61.478,6.516,54.882,41.315,3.801,29.176,38.609,43.136,29.616,77.132,22.867,50.382,31.579,18.037,0.16,0.113
platinum-2,11,e37170e9f9010900,0.104,10.0,0.197,19.166,10.0,196.1,25.297,8.047,2.184,4.143,16.084,16.199,0.27,48.56,2.721,80.081,18.686,1.232,42.977,29.831,26.509,44.66,74.604,25.395,58.007,27.918,14.074,0.035,0.214
platinum-2,11,Geekella3,0.054,1.666,0.0,18.333,10.0,237.8,39.197,10.992,1.765,19.012,40.949,8.359,0.187,54.913,3.942,76.522,22.702,0.774,32.602,32.416,31.212,30.373,72.223,27.776,56.246,28.187,15.565,0.09,0.112
platinum-1,10,f1f864f11b634d82a3c88049c0152b18,0.4,35.185,0.148,17.777,37.499,361.9,39.051,10.122,3.915,10.284,29.598,12.744,0.437,61.052,9.481,61.571,35.633,2.795,31.874,35.595,34.613,33.108,68.042,31.957,52.398,29.464,18.137,0.173,0.194
platinum-1,10,5f5c8e88b8fc4e33aa68c458443ce094,0.752,42.5,0.252,37.5,34.833,410.6,60.867,7.699,4.31,18.836,37.243,14.925,0.704,63.947,13.047,55.903,39.593,4.502,31.539,33.878,42.553,23.693,75.33,24.669,49.865,29.27,20.864,0.09,0.154
platinum-1,10,1379b86bd5a84b89aa6858e8928042b0,0.423,36.0,0.189,15.0,25.833,295.6,34.917,10.647,2.755,9.484,30.872,15.202,0.594,63.099,10.027,61.287,36.889,1.822,31.962,34.721,32.984,31.476,68.89,31.109,49.211,27.663,23.125,0.479,0.098
platinum-1,10,e9e149dd0c9448b18c85de127ebe86c1,0.507,40.666,0.206,47.333,25.833,318.4,76.849,8.158,3.694,8.536,25.326,16.881,0.628,64.939,9.726,57.975,38.269,3.754,37.058,31.298,36.526,33.023,74.977,25.022,51.23,26.821,21.948,0.247,0.25
platinum-1,10,76561199086958027,0.304,23.333,0.122,5.333,22.5,259.6,22.805,6.961,3.178,7.623,19.573,23.419,0.465,59.308,7.361,57.967,39.567,2.465,32.722,34.176,30.663,36.925,71.01,28.989,48.104,29.422,22.473,0.161,0.09
platinum-1,10,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,34.976,11.222,1.804,11.408,38.993,7.066,0.354,58.3,4.477,58.564,39.83,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,25.535,22.379,0.179,0.055
platinum-1,10,76561198064088424,0.236,40.476,0.06,16.666,41.666,204.6,29.644,9.961,1.583,8.29,28.957,10.066,0.296,59.417,4.919,65.137,30.462,4.4,36.833,33.913,32.13,38.692,70.855,29.144,48.491,30.761,20.746,0.096,0.113
platinum-1,10,6beb1aadd1da0900,0.344,25.37,0.118,27.222,38.333,224.5,40.972,7.463,2.401,6.123,16.7,16.397,0.187,58.478,5.655,68.424,30.192,1.383,35.809,30.759,31.462,34.383,74.431,25.568,54.165,29.316,16.518,0.131,0.165
platinum-1,10,65ee7107ff7b4777b57ccdb01808ab4b,0.492,59.047,0.152,8.928,65.619,337.4,36.747,10.499,3.262,9.546,30.29,13.12,0.636,62.808,8.108,63.963,33.629,2.406,36.34,31.867,39.202,29.516,75.816,24.183,48.337,29.662,22.0,0.152,0.08
platinum-1,10,76561198038143857,0.399,22.222,0.279,33.333,16.666,382.4,55.938,8.962,3.952,13.855,30.446,12.519,0.599,61.443,9.846,66.388,32.174,1.437,36.872,33.005,31.482,37.47,75.711,24.288,60.289,24.213,15.497,0.099,0.08
platinum-1,10,76561198103806646,0.298,50.0,0.159,25.0,23.333,350.2,62.359,8.662,3.572,13.669,32.286,11.568,0.478,59.886,7.962,65.955,32.337,1.707,22.738,35.689,40.952,18.755,73.328,26.671,50.881,28.938,20.179,0.159,0.159
platinum-1,10,8f6405fd66db4825b57e7c313302b722,0.179,27.777,0.02,11.111,10.0,184.4,34.588,9.622,1.736,5.553,16.883,17.466,0.279,55.039,5.2,71.351,27.524,1.123,41.311,30.56,26.679,44.892,74.985,25.014,63.553,22.887,13.559,0.04,0.099
platinum-1,10,43854d4a2a35453ab1cb20dc71e114a4,0.28,43.75,0.323,10.416,37.5,227.7,26.599,8.973,1.663,16.892,35.321,11.016,0.323,54.256,3.512,69.75,28.489,1.759,34.145,33.162,35.609,30.616,70.652,29.347,50.17,27.285,22.544,0.169,0.272
platinum-1,10,8f9ab529f5010900,0.617,41.851,0.111,17.037,32.38,334.8,49.136,6.253,4.454,7.384,23.426,19.277,0.876,65.73,12.423,53.225,43.39,3.383,35.786,37.177,29.091,44.767,67.426,32.573,46.945,29.158,23.896,0.078,0.118
platinum-1,10,76561199063273437,0.51,37.291,0.04,19.791,28.666,321.0,24.302,10.01,3.187,11.882,30.582,12.589,0.512,64.373,8.969,58.646,38.053,3.3,35.697,32.567,31.88,36.581,73.448,26.551,46.124,32.595,21.279,0.257,0.06
platinum-1,10,639dfa30f73f4ffd802504f271eb31d4,0.416,35.185,0.14,22.222,33.333,261.6,26.185,10.758,2.579,3.56,23.945,14.635,0.477,56.586,6.922,61.986,35.695,2.318,34.221,35.172,35.757,34.656,72.633,27.366,54.55,24.926,20.523,0.1,0.059
platinum-1,10,TonyMontanaDL,0.197,13.888,0.04,8.333,20.0,229.7,16.228,6.931,2.86,7.917,21.87,20.597,0.216,62.282,8.157,61.753,37.29,0.956,26.847,37.657,37.063,28.898,70.159,29.84,50.681,30.831,18.487,0.076,0.177
platinum-1,10,f01bdb64f0010900,0.52,27.142,0.216,28.333,22.142,261.2,54.674,9.87,2.703,6.448,20.853,18.909,0.776,59.682,7.787,65.335,32.135,2.528,37.824,32.84,28.223,40.352,70.212,29.787,49.649,28.847,21.503,0.569,0.153
platinum-1,10,9fde564e0529484ea075505905b1cf89,0.553,35.925,0.26,39.629,39.999,366.0,27.479,7.608,3.921,10.182,28.546,13.367,0.633,61.291,8.829,60.035,37.113,2.85,30.744,37.797,39.101,32.033,68.444,31.555,47.987,28.779,23.232,0.12,0.18
platinum-1,10,76561197970693062,0.237,26.851,0.157,13.888,49.166,284.1,87.064,9.614,2.931,6.413,24.577,17.055,0.64,57.643,9.88,73.705,25.473,0.821,43.176,33.238,25.096,49.068,71.741,28.258,53.203,23.786,23.01,0.502,0.02
platinum-1,10,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,28.081,7.374,2.08,7.653,22.427,13.668,0.227,56.847,4.688,69.554,28.74,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,30.849,17.269,0.073,0.107
platinum-1,10,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,28.669,8.688,4.143,12.497,28.374,15.673,0.956,62.552,10.449,50.414,44.018,5.567,27.704,42.878,50.537,22.465,67.815,32.184,49.737,27.354,22.907,0.113,0.159
platinum-1,10,hovergrave412,0.227,24.833,0.04,12.5,41.666,306.0,75.939,5.66,3.891,11.251,29.647,21.015,0.452,58.108,8.118,67.708,30.544,1.746,44.002,28.616,22.63,47.565,71.408,28.591,58.918,23.934,17.146,0.215,0.04
platinum-1,10,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,96.5,10.548,3.738,10.677,27.304,19.039,0.606,63.43,10.665,67.344,31.288,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,28.259,22.066,0.471,0.118
platinum-1,10,76561198005578241,0.44,28.125,0.16,15.625,23.333,269.6,26.34,10.56,3.32,5.181,14.05,19.95,0.56,58.608,7.158,64.714,33.962,1.323,37.712,34.708,34.815,38.344,74.35,25.649,52.28,28.716,19.002,0.1,0.12
platinum-1,10,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6.0,41.666,223.1,7.574,12.217,1.954,5.629,19.726,14.564,0.375,55.73,3.6,67.946,30.484,1.569,35.84,33.08,29.42,38.815,74.989,25.01,49.013,32.222,18.763,0.077,0.04
platinum-1,10,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,10.314,6.768,2.123,2.678,14.962,19.78,0.26,53.082,2.704,72.009,27.023,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,31.035,17.343,0.268,0.109
platinum-1,10,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138
platinum-1,10,0cde2c3ef6010900,0.154,15.0,0.192,10.833,20.0,219.5,71.823,7.024,2.498,8.077,24.288,18.995,0.411,56.108,5.929,73.113,25.584,1.302,34.563,33.873,31.491,38.787,72.724,27.275,53.632,28.178,18.189,0.06,0.093
platinum-1,10,b95b2ea6fec2479d803dbafeb22da0dd,0.321,45.0,0.344,20.833,39.5,272.5,45.797,10.033,3.053,5.321,17.171,23.298,0.494,57.556,6.41,73.851,25.093,1.054,30.726,32.214,34.299,29.676,77.042,22.957,52.683,30.03,17.285,0.136,0.08
gold-3,9,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,10.314,6.768,2.123,2.678,14.962,19.78,0.26,53.082,2.704,72.009,27.023,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,31.035,17.343,0.268,0.109
gold-3,9,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,34.976,11.222,1.804,11.408,38.993,7.066,0.354,58.3,4.477,58.564,39.83,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,25.535,22.379,0.179,0.055
gold-3,9,5e6d720dfd010900,0.769,39.833,0.079,28.166,31.944,417.9,74.669,9.698,4.539,15.367,33.875,12.761,0.759,71.656,22.059,51.231,42.861,5.907,29.638,39.86,42.206,28.899,69.613,30.386,42.114,29.748,28.136,0.449,0.189
gold-3,9,e6884ac4de8744acb982b85783be1f85,0.666,44.0,0.209,15.666,50.833,324.2,59.353,12.965,3.122,6.29,22.221,15.77,0.539,64.121,11.502,66.757,29.907,3.334,45.383,27.042,25.327,44.01,77.265,22.734,53.072,28.25,18.676,0.119,0.08
gold-3,9,e8ca717532d74616bb2848b4a7fa7fe0,0.399,26.166,0.069,36.166,39.166,278.0,21.266,11.528,2.319,11.215,34.823,5.106,0.259,60.221,6.157,59.134,39.464,1.4,31.895,33.825,34.765,31.812,72.126,27.873,44.424,30.384,25.191,0.109,0.129
gold-3,9,c4fd2a3c50dc47168c93703fa2f188b0,0.62,55.666,0.246,24.0,54.523,317.5,26.359,10.689,3.278,9.886,27.251,12.235,0.58,59.721,6.784,65.743,31.436,2.819,36.153,32.996,32.81,34.316,73.133,26.866,49.319,30.765,19.915,0.188,0.039
