index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken,playstyle
227,diamond-3,15,d6a70b02beb542fa9bd5d86d96892d6e,0.449,30.166,0.306,15.333,43.666,246.6,22.723,8.46,2.502,7.224,26.824,18.092,0.317,57.586,5.161,70.705,26.225,3.068,41.952,28.972,29.245,40.839,79.092,20.907,52.881,29.618,17.499,0.074,0.14,defender
228,diamond-3,15,7.66E+16,0.407,43.333,0.235,17.5,54.999,380.6,47.008,12.132,3.414,11.748,29.434,11.425,0.655,65.434,12.268,56.914,39.034,4.05,33.665,32.438,31.446,33.762,73.886,26.113,48.027,30.385,21.586,0.1,0.135,striker
229,diamond-3,15,jefemaestro_one,0.54,33.333,0.34,25.0,24.333,352.8,49.28,7.119,3.64,9.626,26.219,22.599,0.6,64.93,11.891,57.703,36.482,5.813,34.715,35.214,38.894,29.841,72.621,27.378,52.561,26.259,21.178,0.1,0.04,freestyler
231,diamond-3,15,7.66E+16,0.4,23.809,0.131,11.904,20.333,378.7,58.692,11.697,3.553,9.695,31.093,10.215,0.953,64.182,11.98,62.773,33.082,4.144,30.396,37.682,34.607,34.252,67.506,32.493,41.321,31.568,27.11,0.211,0.285,enforcer
232,diamond-3,15,7.66E+16,0.437,19.444,0.195,27.777,10.333,314.9,53.683,13.268,2.269,9.409,29.287,9.73,0.557,62.83,8.777,63.853,32.415,3.731,33.326,32.008,34.44,31.491,71.895,28.104,42.222,33.217,24.559,0.2,0.135,playmaker
233,diamond-3,15,70494707f9010900,0.406,40.952,0.235,16.666,34.166,379.7,72.711,7.697,4.228,9.914,30.268,15.544,0.572,66.426,13.517,62.852,33.004,4.142,41.356,29.385,29.586,39.153,73.889,26.11,47.137,31.042,21.819,0.27,0.155,defender
234,diamond-3,15,7.66E+16,0.435,30.0,0.236,14.666,33.333,321.5,32.595,10.835,3.168,8.281,23.597,14.755,0.48,60.278,7.949,64.066,32.401,3.531,37.432,31.769,29.625,38.968,72.187,27.812,51.196,30.028,18.774,0.153,0.153,defender
235,diamond-3,15,02f9d7dc25b44f5a87884bdfee413f14,0.522,14.814,0.252,18.518,14.444,393.7,50.005,9.295,4.044,13.006,29.588,12.068,0.814,67.369,13.766,54.282,40.762,4.955,30.098,36.036,37.363,30.906,70.796,29.203,49.115,30.436,20.447,0.132,0.238,ball_chaser
236,diamond-3,15,7.66E+16,0.38,33.333,0.179,17.777,27.499,424.6,36.799,8.599,4.62,15.022,31.076,12.237,0.5,68.169,13.853,54.14,39.915,5.944,34.829,34.803,33.368,36.013,70.874,29.125,51.221,27.694,21.084,0.14,0.14,freestyler
237,diamond-3,15,7356a58431f9429fba0de1f55a58056f,0.427,35.37,0.257,25.74,41.666,366.8,24.636,9.648,3.347,10.757,28.938,11.873,0.33,64.269,9.59,60.937,36.972,2.089,37.426,33.082,30.558,36.727,74.005,25.994,51.296,29.355,19.348,0.115,0.207,defender
238,diamond-3,15,60d46510903d45bf922dbb7958e6356b,0.532,40.833,0.193,2.5,27.499,272.7,44.451,7.951,2.614,9.67,27.397,11.806,0.426,61.182,7.222,64.617,32.389,2.992,43.09,27.684,30.423,39.484,77.913,22.086,52.419,29.678,17.901,0.11,0.06,defender
239,diamond-3,15,33076c0000000900,0.334,40.833,0.229,15.0,60.333,291.7,51.181,7.055,3.406,7.634,25.096,17.211,0.568,62.278,7.384,66.244,31.12,2.634,32.963,37.234,33.488,36.043,69.832,30.167,49.679,28.022,22.298,0.254,0.198,striker
240,diamond-2,14,2070b0a2f8a742c0b187882691bb2789,0.592,55.303,0.159,9.545,44.999,339.3,39.875,10.675,2.955,11.169,34.549,9.055,0.371,61.76,8.699,63.024,34.984,1.99,30.594,35.126,38.338,29.824,72.413,27.586,45.681,31.284,23.034,0.136,0.157,ball_chaser
242,diamond-2,14,7a546367b1a040019eedd7040785c941,0.24,20.37,0.257,22.222,20.0,352.7,38.501,10.582,3.349,14.459,33.478,9.756,0.582,62.204,10.399,57.772,37.338,4.889,38.539,31.583,32.162,38.341,73.536,26.463,49.518,29.02,21.461,0.188,0.094,freestyler
243,diamond-2,14,a066d20500000900,0.521,20.37,0.189,20.37,14.166,351.5,70.944,10.043,3.785,6.703,23.185,14.108,0.646,62.86,8.507,63.819,33.492,2.688,27.955,36.732,38.287,27.428,70.804,29.195,46.317,28.282,25.4,0.192,0.169,ball_chaser
245,diamond-2,14,7.66E+16,0.499,42.592,0.273,22.222,38.333,307.4,17.358,8.642,3.159,8.006,22.58,22.071,0.725,60.547,6.389,57.525,37.58,4.894,31.201,36.729,33.538,34.144,67.833,32.166,49.12,30.707,20.172,0.14,0.16,freestyler
248,diamond-2,14,0927a72ee6054fbe8d5ec0faf32017bb,0.479,27.5,0.289,29.166,30.166,332.8,22.892,8.966,3.207,11.324,26.332,16.902,0.65,61.06,10.783,59.417,37.36,3.221,41.715,29.222,31.231,38.484,77.642,22.357,51.421,31.086,17.492,0.134,0.166,defender
249,diamond-2,14,7.66E+16,0.557,22.916,0.131,23.75,11.666,335.3,36.17,10.285,3.18,10.634,28.971,12.836,0.513,62.291,9.043,63.069,33.13,3.8,29.745,33.806,31.106,33.581,71.017,28.982,47.844,31.204,20.95,0.111,0.1,striker
250,diamond-2,14,7.66E+16,0.521,47.5,0.164,33.333,41.666,289.2,36.393,9.362,2.928,6.362,20.758,15.22,0.413,61.73,7.527,64.989,33.919,1.091,29.683,36.055,35.078,31.546,72.308,27.691,52.974,29.82,17.205,0.184,0.133,striker
252,diamond-2,14,7.66E+16,0.391,29.629,0.271,37.037,36.999,379.5,43.24,10.618,3.327,10.185,29.901,11.192,0.332,62.013,7.896,61.292,37.109,1.597,33.022,30.57,33.542,30.007,76.034,23.965,52.534,30.958,16.507,0.02,0.06,playmaker
253,diamond-2,14,7.66E+16,0.452,26.851,0.197,3.703,39.166,297.1,26.417,6.991,3.392,7.787,23.103,29.306,1.027,62.026,11.337,51.735,46.289,1.974,40.948,33.015,29.831,42.699,73.334,26.665,54.101,25.596,20.301,0.093,0.113,defender
254,diamond-2,14,aki84uko_,0.276,5.0,0.127,8.333,5.0,435.1,110.813,7.681,5.227,11.543,27.781,18.635,0.991,71.36,18.787,55.888,40.774,3.337,31.859,38.531,29.259,41.424,64.786,35.213,47.115,28.974,23.91,0.383,0.038,enforcer
255,diamond-2,14,7.66E+16,0.367,34.259,0.213,8.333,29.333,259.7,24.712,7.755,2.565,6.568,17.702,15.863,0.637,58.234,8.465,60.033,36.149,3.816,41.23,29.823,28.241,38.761,74.974,25.025,56.373,25.192,18.434,0.0,0.113,defender
257,diamond-2,14,46ea1f9f9d444caba54e2f4a41386cc4,0.513,35.833,0.16,6.666,27.952,262.4,25.54,11.897,2.278,5.145,18.574,10.431,0.599,57.708,6.103,67.239,31.306,1.453,30.515,35.634,31.001,34.642,68.368,31.631,49.314,32.148,18.536,0.14,0.098,enforcer
258,diamond-2,14,fc213e4e47394beca4ce8acce6c43552,0.672,36.19,0.248,14.285,35.833,430.7,87.124,9.54,5.228,19.802,40.787,17.179,1.176,62.643,12.575,64.807,33.077,2.115,32.602,38.781,31.761,41.883,67.645,32.354,50.793,26.06,23.145,0.468,0.2,enforcer
259,diamond-2,14,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,20.588,11.707,2.383,8.102,27.153,13.513,0.265,57.626,3.978,68.606,28.372,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,29.505,13.271,0.113,0.073,defender
260,diamond-2,14,1.04E+15,0.43,38.333,0.267,33.333,50.5,306.8,54.007,10.247,2.568,15.013,38.33,10.763,0.592,60.421,10.546,66.475,30.472,3.051,32.296,36.566,37.629,32.031,69.674,30.325,49.15,26.188,24.661,0.201,0.085,ball_chaser
261,diamond-2,14,7.66E+16,0.367,32.407,0.401,5.555,32.0,331.4,55.282,5.785,4.446,8.926,22.543,31.074,0.526,63.995,12.356,63.938,33.466,2.594,41.02,29.06,30.76,40.09,78.664,21.335,59.579,27.216,13.204,0.136,0.136,defender
262,diamond-2,14,7.66E+16,0.371,38.888,0.232,31.481,26.666,317.9,34.928,10.002,3.153,11.551,28.276,19.183,0.443,61.226,9.788,63.651,33.416,2.931,34.055,34.14,36.078,32.368,75.426,24.573,56.806,26.572,16.621,0.237,0.159,playmaker
264,diamond-2,14,128f27caa8c44d5ba14ab0080e016fa3,0.423,40.0,0.212,38.333,33.999,323.7,40.749,8.642,3.112,13.547,27.427,10.532,0.41,65.517,10.997,58.663,36.142,5.193,35.308,35.761,33.161,36.664,73.836,26.163,50.936,30.578,18.485,0.07,0.072,freestyler
265,diamond-2,14,7.66E+16,0.384,42.592,0.204,18.518,35.0,329.8,18.358,8.971,3.711,5.602,18.814,12.461,0.628,60.547,7.23,60.795,35.674,3.529,28.783,34.876,40.4,27.088,76.132,23.867,46.334,31.403,22.261,0.024,0.1,ball_chaser
266,diamond-2,14,7.66E+16,0.332,7.407,0.373,24.074,6.666,202.7,13.331,9.439,1.799,4.492,20.158,15.7,0.336,57.395,3.87,67.77,29.826,2.403,40.5,27.582,26.432,39.303,76.619,23.38,52.21,31.327,16.462,0.032,0.22,defender
267,diamond-2,14,594446f6f3010900,0.412,39.166,0.167,27.083,32.0,272.7,20.682,9.835,2.497,10.413,36.405,6.79,0.506,61.591,7.76,56.057,40.739,3.202,28.876,35.316,38.204,27.276,70.952,29.047,44.572,30.054,25.372,0.119,0.14,ball_chaser
268,diamond-2,14,7.66E+16,0.451,30.833,0.329,24.166,28.333,330.4,23.123,14.857,3.084,5.732,23.009,11.456,0.666,61.317,6.166,65.77,32.081,2.148,38.403,30.476,28.044,38.299,71.071,28.928,47.984,31.576,20.438,0.225,0.125,defender
271,platinum-3,12,7c96d3f78e034ea6b49cb0fa2d922f02,0.346,34.259,0.207,20.37,30.0,328.9,39.902,11.713,3.148,8.071,29.412,5.847,0.636,61.126,7.238,62.615,35.618,1.766,33.327,34.51,33.548,35.457,70.166,29.833,54.079,26.533,19.386,0.136,0.113,enforcer
273,platinum-3,12,3252981cb7ef4910b0932f2e589bebb9,0.291,11.481,0.093,5.555,13.333,304.9,41.016,8.323,3.237,9.386,29.995,13.873,0.439,62.395,7.302,65.147,31.604,3.248,40.399,32.405,30.84,40.997,72.94,27.059,55.156,28.367,16.476,0.208,0.13,defender
274,platinum-3,12,7.66E+16,0.379,32.592,0.159,10.37,36.5,329.3,34.174,6.051,3.756,11.286,24.994,19.641,0.439,60.26,8.518,63.651,31.819,4.528,40.708,31.194,29.97,40.223,73.699,26.3,55.499,29.151,15.349,0.099,0.08,defender
275,platinum-3,12,mortonp11,0.28,31.481,0.154,28.703,38.333,310.9,65.786,8.439,3.48,12.453,32.231,13.45,0.499,56.613,6.154,70.314,27.988,1.696,39.173,31.706,28.91,40.658,72.333,27.666,55.072,26.738,18.188,0.1,0.12,defender
276,platinum-3,12,7.66E+16,0.457,42.5,0.159,21.666,43.333,345.1,36.836,8.888,3.585,12.443,32.255,15.407,0.618,61.417,8.985,57.954,39.264,2.78,31.17,36.711,35.582,33.32,69.305,30.694,45.881,30.464,23.653,0.239,0.04,striker
277,platinum-3,12,03fa7baaf84e451d90b97ccd265fc661,0.345,17.0,0.153,17.0,24.166,293.4,26.038,10.207,2.808,7.711,23.923,14.856,0.36,59.013,6.544,63.078,33.688,3.232,35.385,29.926,36.187,28.76,75.21,24.789,49.817,32.674,17.507,0.171,0.141,ball_chaser
278,platinum-3,12,4f0a241cce1247088788c5cc73593050,0.329,25.925,0.213,20.37,44.999,311.9,30.634,8.379,3.118,9.61,27.602,13.615,0.472,59.752,6.383,63.839,33.052,3.108,40.352,30.002,29.585,40.344,75.155,24.844,55.618,26.607,17.773,0.057,0.132,defender
279,platinum-3,12,7.66E+16,0.347,37.037,0.155,40.74,40.0,343.0,92.568,9.037,3.463,9.248,27.049,9.453,0.845,62.795,12.086,63.178,35.294,1.526,31.776,36.611,31.487,37.673,71.924,28.075,46.632,29.093,24.273,0.137,0.134,playmaker
280,platinum-3,12,Masta8326,0.249,26.851,0.145,45.555,20.0,247.5,34.929,7.719,2.313,7.049,25.79,9.464,0.406,60.886,5.995,62.732,34.655,2.612,32.107,34.266,33.908,33.13,73.032,26.967,49.0,28.656,22.342,0.117,0.098,playmaker
281,platinum-3,12,7.66E+16,0.453,43.75,0.2,12.5,29.5,326.1,35.427,10.297,3.26,9.852,26.886,17.613,0.544,63.804,9.698,64.229,31.316,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,30.09,22.382,0.093,0.08,freestyler
282,platinum-3,12,9468636bf0010900,0.47,42.407,0.152,35.74,42.499,301.3,34.936,6.373,3.994,7.114,19.712,22.858,0.674,60.247,8.634,60.903,37.049,2.047,34.434,34.43,31.52,36.076,72.723,27.276,49.754,30.383,19.861,0.113,0.148,striker
283,platinum-3,12,738ec064fc010900,0.28,37.777,0.205,21.111,23.666,323.1,50.021,7.611,3.349,8.372,28.794,18.144,0.628,60.534,8.259,59.758,35.656,4.584,33.18,33.317,36.406,31.788,69.844,30.155,52.906,28.603,18.49,0.06,0.225,freestyler
284,platinum-3,12,4ff3a00eeaa00900,0.225,20.833,0.191,22.5,22.5,254.2,64.008,10.857,3.358,2.8,12.772,11.595,0.732,67.395,13.693,57.52,41.693,0.786,42.783,31.817,20.851,53.424,74.65,25.349,56.784,26.571,16.644,0.348,0.17,defender
288,platinum-3,12,18db22c7ad04422780a3395207056d9c,0.557,40.0,0.165,18.333,38.333,375.3,99.061,11.408,3.507,22.175,49.19,10.782,0.938,66.217,13.763,67.291,31.968,0.74,29.733,37.872,33.844,32.678,71.71,28.289,46.631,26.58,26.788,0.186,0.079,striker
289,platinum-3,12,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,20.588,11.707,2.383,8.102,27.153,13.513,0.265,57.626,3.978,68.606,28.372,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,29.505,13.271,0.113,0.073,defender
290,platinum-3,12,7.66E+16,0.478,32.0,0.237,17.833,31.666,250.4,31.7,9.564,2.831,6.17,22.741,20.538,0.517,62.452,6.954,61.484,36.301,2.214,31.733,36.157,34.746,33.272,72.628,27.371,45.385,31.136,23.477,0.1,0.078,ball_chaser
291,platinum-3,12,831c24e7f2010900,0.34,42.142,0.14,5.714,24.166,209.4,36.62,8.08,1.56,16.962,36.901,9.177,0.219,55.408,4.498,61.441,35.934,2.624,34.747,35.716,35.947,36.829,71.198,28.801,48.19,28.904,22.905,0.02,0.22,ball_chaser
292,platinum-3,12,7.66E+16,0.442,24.166,0.174,25.833,21.249,393.6,46.582,10.762,3.642,16.425,38.429,8.202,0.682,64.091,11.022,58.918,38.256,2.824,29.473,38.696,38.196,29.108,69.511,30.488,47.637,30.624,21.737,0.154,0.101,ball_chaser
293,platinum-3,12,7.66E+16,0.113,12.5,0.412,19.791,10.0,196.8,5.485,11.652,1.592,3.281,16.583,16.358,0.052,52.63,3.249,64.134,34.567,1.297,55.262,21.908,28.176,44.197,82.027,17.972,73.255,18.117,8.626,0.0,0.064,defender
294,platinum-3,12,b230e30e00000900,0.493,45.0,0.282,21.666,39.166,230.9,22.655,7.349,2.599,4.201,19.582,15.524,0.482,59.46,5.584,55.446,41.477,3.075,33.118,34.085,33.678,35.393,70.603,29.396,52.909,25.137,21.952,0.038,0.143,striker
297,platinum-3,12,4ed81ec9f1010900,0.178,17.708,0.09,18.75,20.0,213.3,30.732,6.758,2.347,7.8,22.724,20.18,0.151,58.926,5.416,68.63,30.011,1.357,39.518,30.755,29.41,37.509,75.46,24.539,59.225,26.074,14.699,0.052,0.067,defender
298,platinum-3,12,3f09749df9764e57a47634fac7ad7987,0.222,34.629,0.23,16.111,51.666,280.3,18.577,8.088,2.918,7.629,23.424,19.208,0.354,58.843,7.008,56.263,39.84,3.895,40.04,28.645,32.093,36.701,73.909,26.09,58.499,27.169,14.331,0.072,0.02,defender
299,platinum-3,12,7.66E+16,0.338,40.0,0.219,8.75,40.333,360.6,67.383,9.452,3.541,9.564,27.675,10.719,0.53,65.182,11.785,62.401,34.595,3.002,37.616,33.799,35.254,36.207,75.187,24.812,56.785,26.495,16.718,0.152,0.171,ball_chaser
300,diamond-1,13,01ffb94aa9b24385ac77245b7774b77d,0.336,18.5,0.169,30.5,35.357,358.5,63.236,14.065,3.296,5.836,24.118,13.5,0.496,65.104,9.906,64.609,32.504,2.886,42.008,30.225,25.083,44.414,74.544,25.455,54.224,27.386,18.388,0.22,0.12,defender
301,diamond-1,13,7.66E+16,0.478,28.333,0.224,48.333,23.333,346.3,34.662,8.844,3.33,8.86,29.723,10.592,0.457,63.021,7.885,60.395,37.413,2.191,30.7,35.538,36.294,30.468,70.427,29.572,47.539,28.714,23.745,0.078,0.128,playmaker
302,diamond-1,13,7.66E+16,0.423,22.083,0.115,28.541,16.666,235.8,28.782,11.324,1.844,5.551,20.929,12.808,0.43,55.695,4.681,73.029,25.511,1.459,36.447,31.724,31.288,34.54,74.349,25.65,50.473,30.969,18.556,0.077,0.077,playmaker
303,diamond-1,13,7.66E+16,0.821,69.444,0.313,16.851,42.547,388.2,30.081,9.192,4.043,11.45,27.822,10.447,0.586,64.152,11.126,55.483,40.408,4.108,30.679,37.516,37.611,31.856,72.114,27.885,48.349,31.321,20.328,0.095,0.14,freestyler
304,diamond-1,13,7.66E+16,0.214,21.111,0.154,8.888,40.0,392.2,68.566,10.585,3.8,13.771,31.346,12.381,0.494,66.173,11.012,65.122,31.144,3.732,35.437,30.313,29.672,37.886,73.867,26.132,51.827,31.967,16.204,0.255,0.12,freestyler
305,diamond-1,13,9ca96a8bde9c48a5a38377ad42f9d154,0.451,53.541,0.13,13.75,40.166,331.9,25.001,8.897,3.425,7.223,23.756,13.814,0.773,63.086,6.514,64.645,32.729,2.624,34.668,33.39,34.391,32.53,69.879,30.12,47.083,32.037,20.879,0.176,0.142,striker
306,diamond-1,13,fdcf350300000900,0.619,49.259,0.219,8.703,26.833,207.4,23.023,11.354,2.027,4.198,16.213,11.806,0.375,57.091,4.15,70.69,27.39,1.919,38.525,30.784,32.198,35.055,77.593,22.406,56.028,27.049,16.921,0.075,0.293,striker
307,diamond-1,13,2b8743d0f5010900,0.375,28.333,0.203,3.333,32.333,264.9,28.714,8.165,2.651,8.777,25.389,12.67,0.356,59.908,5.841,63.293,34.356,2.35,42.968,28.883,30.94,36.855,75.58,24.419,56.851,27.961,15.186,0.06,0.228,defender
309,diamond-1,13,c16fa50342554860ab988446b1c6dcc2,0.576,32.291,0.238,40.625,21.666,345.6,21.145,11.173,2.916,12.025,38.511,8.197,0.519,67.439,11.127,55.294,41.754,2.95,34.638,32.027,36.43,30.534,73.214,26.785,46.485,33.563,19.951,0.1,0.18,ball_chaser
311,diamond-1,13,7.66E+16,0.476,45.0,0.196,28.518,40.833,263.7,29.833,9.161,2.296,5.979,19.388,14.575,0.668,58.452,6.728,61.98,34.88,3.139,31.619,31.284,31.095,31.465,70.868,29.131,45.907,29.299,24.793,0.02,0.114,striker
314,diamond-1,13,7.66E+16,0.38,24.166,0.18,20.0,38.666,290.6,21.32,8.96,3.12,7.38,24.04,14.128,0.72,66.747,10.119,59.683,36.502,3.813,33.636,37.144,32.562,40.062,70.486,29.513,44.583,33.464,21.952,0.06,0.16,freestyler
316,diamond-1,13,23393204762248839f6ba49d8c81faa4,0.32,22.619,0.2,42.142,28.333,348.4,45.38,12.72,3.52,6.284,23.329,18.687,0.66,62.36,8.463,64.402,33.704,1.893,31.805,35.552,32.398,36.159,66.807,33.192,47.678,30.042,22.279,0.26,0.12,enforcer
318,diamond-1,13,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25.0,41.666,318.8,35.601,11.756,3.039,7.292,27.982,11.378,0.332,63.078,9.722,68.252,29.302,2.445,38.146,30.151,29.609,39.19,77.168,22.831,44.501,34.896,20.602,0.097,0.097,playmaker
320,diamond-1,13,7.66E+16,0.4,22.916,0.18,37.5,31.666,313.0,20.4,10.48,2.92,14.721,37.34,12.539,0.76,59.83,7.328,62.241,35.308,2.449,29.806,36.23,37.08,29.052,69.338,30.661,48.742,30.215,21.042,0.26,0.2,enforcer
321,diamond-1,13,7.66E+16,0.386,18.518,0.368,24.074,13.333,371.9,41.76,11.212,3.144,16.869,36.98,5.694,0.581,62.582,8.649,60.936,35.711,3.352,36.315,34.102,34.606,34.623,72.361,27.638,53.928,26.652,19.418,0.157,0.071,defender
322,diamond-1,13,7.66E+16,0.525,50.0,0.197,0.0,35.833,160.4,17.151,11.598,1.43,1.093,6.65,17.675,0.35,58.365,4.046,69.452,29.688,0.859,39.014,30.506,26.471,42.055,74.127,25.872,56.315,28.357,15.326,0.097,0.137,striker
323,diamond-1,13,7.66E+16,0.243,11.111,0.215,33.333,10.0,250.5,21.451,7.535,2.889,6.669,17.602,17.023,0.638,55.856,5.299,66.098,32.417,1.484,34.504,35.296,33.952,37.01,72.204,27.795,49.156,30.475,20.367,0.191,0.14,playmaker
324,diamond-1,13,7.66E+16,0.453,43.75,0.2,12.5,29.5,326.1,35.427,10.297,3.26,9.852,26.886,17.613,0.544,63.804,9.698,64.229,31.316,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,30.09,22.382,0.093,0.08,freestyler
325,diamond-1,13,TonyTonto,0.484,31.083,0.156,16.583,55.0,454.4,93.144,8.86,4.994,13.058,33.597,9.115,0.796,70.534,16.601,58.879,37.617,3.503,33.488,34.307,37.546,32.589,73.201,26.798,49.112,28.577,22.309,0.159,0.352,ball_chaser
326,diamond-1,13,770f962bfd010900,0.262,6.25,0.236,37.5,10.0,244.4,42.181,8.457,2.998,4.676,15.523,27.262,0.254,57.856,6.082,67.5,29.74,2.759,40.675,30.743,27.225,43.053,71.435,28.564,58.489,25.349,16.16,0.12,0.1,defender
327,diamond-1,13,7a418814f9010900,0.311,19.047,0.096,33.333,20.0,312.0,15.882,10.224,3.12,7.449,23.569,12.826,0.503,57.365,5.433,65.037,32.036,2.925,35.167,33.91,33.133,34.678,70.264,29.735,51.611,27.226,21.162,0.08,0.107,playmaker
330,platinum-2,11,8e3e8deb25344a6f864b95db825db92f,0.274,20.833,0.232,19.791,20.0,291.2,29.051,9.645,2.97,9.274,24.231,13.185,0.433,63.152,10.234,55.482,40.519,3.998,36.151,31.858,32.37,36.233,74.121,25.878,50.338,30.282,19.379,0.12,0.118,freestyler
331,platinum-2,11,DonDieselShifty,0.337,15.0,0.125,12.5,13.333,276.6,53.312,7.08,3.448,7.463,20.327,20.69,0.746,62.434,8.026,69.332,28.187,2.479,38.651,32.039,32.358,37.931,70.967,29.032,52.259,27.933,19.807,0.194,0.125,enforcer
332,platinum-2,11,aa4db3e2ec60fb51,0.335,22.38,0.157,11.666,26.666,363.0,48.082,7.348,3.738,15.696,35.787,11.811,0.649,62.513,12.212,52.986,45.036,1.976,33.367,36.747,34.665,36.142,68.741,31.258,48.525,28.789,22.684,0.159,0.1,enforcer
334,platinum-2,11,Naamtaar,0.217,35.833,0.193,17.5,39.999,251.5,13.336,8.118,2.39,4.954,19.61,15.077,0.412,59.543,4.807,63.882,32.633,3.483,36.559,33.009,30.437,37.995,71.019,28.98,51.797,28.563,19.638,0.115,0.148,freestyler
335,platinum-2,11,Deja_fan,0.399,15.833,0.12,7.5,30.0,369.4,84.84,8.6,3.76,10.046,24.771,10.817,0.92,60.352,8.561,66.001,31.938,2.059,28.285,38.327,33.589,33.321,64.859,35.14,45.643,29.879,24.477,0.26,0.14,enforcer
336,platinum-2,11,7.66E+16,0.414,20.666,0.393,15.833,20.666,243.0,24.562,9.989,2.244,7.08,20.172,15.758,0.422,59.621,6.103,63.635,33.646,2.717,40.798,30.066,31.123,37.84,75.683,24.316,55.872,28.496,15.631,0.047,0.141,defender
337,platinum-2,11,7.66E+16,0.422,41.666,0.168,30.333,26.666,302.1,33.205,9.058,3.068,4.849,20.696,16.317,0.653,61.469,6.868,64.199,32.933,2.866,32.527,35.717,30.376,36.677,72.273,27.726,44.039,31.272,24.688,0.117,0.08,playmaker
338,platinum-2,11,57e4bc0dde3048a8956b56767eab9a21,0.488,38.214,0.095,13.69,32.499,301.1,39.426,10.752,3.076,13.56,37.182,7.347,0.521,60.591,7.195,65.294,33.438,1.266,27.062,41.478,35.72,31.137,67.437,32.562,42.552,31.078,26.369,0.118,0.135,ball_chaser
339,platinum-2,11,*************,0.569,31.785,0.12,32.857,24.952,236.6,25.424,10.074,2.227,8.801,28.214,14.604,0.497,56.778,5.883,65.545,32.343,2.111,34.517,32.532,35.667,30.163,72.391,27.608,47.347,29.464,23.187,0.1,0.12,playmaker
341,platinum-2,11,79323b0800000900,0.317,21.0,0.1,27.5,29.999,148.6,33.789,8.404,1.144,5.292,18.128,12.987,0.228,56.595,3.329,70.28,27.748,1.971,28.563,38.061,32.247,33.287,67.633,32.366,46.217,30.165,23.616,0.04,0.158,playmaker
342,platinum-2,11,novahkiin26,0.282,27.083,0.238,26.041,33.333,333.4,23.887,7.66,2.85,21.926,42.775,7.472,0.479,59.634,6.065,61.829,36.115,2.055,31.757,34.915,37.132,29.091,73.911,26.088,50.681,28.827,20.49,0.02,0.141,ball_chaser
343,platinum-2,11,a8af419cfd1c43a5ad4123e2ab0740bf,0.426,43.333,0.281,15.833,35.333,199.0,32.466,8.202,2.217,3.041,14.588,24.229,0.423,61.013,6.656,71.706,26.871,1.422,35.952,33.664,32.435,35.375,75.752,24.247,51.799,30.019,18.181,0.1,0.077,striker
344,platinum-2,11,0f0a1768fe010900,0.47,48.333,0.06,10.833,68.333,372.6,61.712,10.058,3.565,21.431,42.847,8.079,0.526,64.991,10.814,57.56,38.871,3.567,32.43,34.308,35.033,33.398,71.227,28.772,47.553,30.681,21.765,0.04,0.02,freestyler
345,platinum-2,11,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138,striker
346,platinum-2,11,f831530000000900,0.409,38.333,0.137,21.666,25.0,314.5,73.558,10.927,3.071,9.154,28.249,9.515,0.546,61.991,8.0,67.156,29.17,3.673,30.69,34.422,38.004,28.053,71.04,28.959,50.135,27.933,21.93,0.197,0.117,ball_chaser
348,platinum-2,11,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,17.179,8.358,3.815,10.991,29.83,15.01,0.555,61.134,7.062,65.127,33.057,1.814,43.007,28.048,28.158,40.814,78.717,21.282,54.329,30.963,14.707,0.06,0.105,defender
349,platinum-2,11,7.66E+16,0.291,30.0,0.16,9.166,34.999,273.6,61.695,7.925,3.237,8.962,27.592,14.847,0.629,61.652,8.428,62.094,35.834,2.071,31.398,37.409,32.065,36.44,67.274,32.725,46.389,30.77,22.839,0.146,0.115,enforcer
352,platinum-2,11,f9df37f4e69147ff982f95d78fa0023c,0.545,45.925,0.108,16.481,34.142,301.4,23.299,10.526,3.154,6.376,21.394,15.842,0.593,63.313,6.113,63.462,33.71,2.827,26.656,36.963,31.7,35.577,70.397,29.602,45.393,31.378,23.227,0.124,0.064,striker
