index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,demo_inflicted,playstyle
86,grand-champion-2,20,7.66E+16,0.612,40.785,0.356,27.357,29.119,399.6,1.224,68.452,17.173,53.965,6.106,28.54,38.352,33.584,33.41,67.751,32.248,42.912,25.11,0.353,
87,grand-champion-2,20,cd8ac4349e1f4274be3146aeec1b0bfc,0.507,45.666,0.228,20.333,33.69,329,0.787,66.117,14.386,52.617,5.917,30.778,36.276,33.21,31.089,67.079,32.92,44.653,23.06,0.275,
88,grand-champion-2,20,Stocktane_,0.52,35.666,0.233,29.833,24.999,391.8,1.079,68.008,16.619,57.125,5.643,36.326,35.198,32.7,39.246,70.786,29.213,42.838,24.272,0.2,
89,grand-champion-2,20,7.66E+16,0.46,25,0.399,41.666,15,428.9,0.74,67.891,16.016,53.683,6.948,34.832,34.27,36.986,32.525,71.729,28.27,45.706,23.818,0.12,
90,grand-champion-2,20,7.66E+16,0.56,56.481,0.408,17.592,32.166,362.4,0.536,65.056,12.407,58.651,4.951,33.6,30.128,33.364,32.227,77.656,22.343,54.498,16.622,0,
91,grand-champion-1,19,7.66E+16,0.357,33.166,0.317,41,48.333,360.7,0.258,66.778,11.552,54.543,5.552,35.293,31.012,33.393,33.409,73.258,26.741,49.353,18.208,0.038,
92,grand-champion-1,19,7.66E+16,0.374,30.555,0.12,0,15.666,380.2,0.702,66.569,12.288,56.419,4.982,33.865,32.772,33.729,33.504,71.069,28.93,45.552,21.723,0.1,
93,grand-champion-1,19,7.66E+16,0.42,20.185,0.159,37.407,26.666,327.9,0.3,62.591,7.584,56.644,4.426,34.456,33.658,32.924,35.735,71.665,28.334,46.585,19.967,0.12,
94,grand-champion-1,19,ef5f6124076f4384b257e1359363ea91,0.67,47,0.373,24.833,37.333,385.7,0.607,63.095,9.929,59.269,5.65,42.424,25.503,33.081,34.54,80.768,19.231,54.252,16.179,0.137,
95,grand-champion-1,19,7.66E+16,0.57,31.166,0.193,30.333,27.666,362.6,0.802,63.934,10.225,61.411,6.211,29.533,38.894,34.123,36.108,69.73,30.269,44.251,21.447,0.177,
96,grand-champion-1,19,049b6ce3b0674ef9a817d3199ba6a285,0.356,34.444,0.193,26.296,37.5,363.3,0.698,64.643,10.671,61.593,1.975,28.285,36.471,31.95,32.017,70.068,29.931,48.092,19.328,0.259,
97,grand-champion-1,19,c15f18dad47541f0abfa928e150fd5a8,0.695,51.111,0.354,5.925,37.666,395.8,0.501,64.03,11.232,59.131,5.078,40.737,28.651,37.892,30.834,79.473,20.526,54.22,17.367,0.167,
98,grand-champion-1,19,e4ef3172311b41eea1b183c8bf653516,0.472,41.666,0.248,15,42.499,395.5,0.592,65.686,14.819,60.102,3.854,34.568,28.866,34.972,30.914,75.09,24.909,52.323,17.435,0.173,
99,grand-champion-1,19,7.66E+16,0.451,27.777,0.266,25,28.333,469.1,1.145,70.36,19.346,49.389,6.507,28.965,41.247,32.548,36.733,65.196,34.803,43.391,23.961,0.295,
100,grand-champion-1,19,7.66E+16,0.428,50.666,0.202,28.666,48.333,367.7,0.472,68.321,15.858,60.317,5.653,34.333,31.803,31.347,34.018,72.936,27.063,46.935,19.884,0.113,
101,grand-champion-1,19,7.66E+16,0.576,35.666,0.167,16.666,38.999,462.8,0.646,68.652,18.025,53.823,5.897,29.831,34.049,37.009,28.267,69.31,30.689,44.88,24.128,0.203,
102,grand-champion-1,19,0501888a5f8f47faa074e40cefe750e3,0.565,22.5,0.173,45,21.166,349.3,0.645,64.352,8.267,59.22,5.401,37.859,30.265,31.454,35.814,74.804,25.195,45.85,20.84,0.206,
103,grand-champion-1,19,08974cb1b9f547b0ba34955ebab51099,0.388,20,0.301,26.666,17.5,297,0.511,66.539,12.962,54.297,6.035,34.022,33.984,32.267,35.584,72.836,27.163,45.63,20.344,0.109,
104,grand-champion-1,19,7.66E+16,0.727,40.833,0.193,27.5,30.714,396.1,0.762,67.039,13.837,58.296,6.098,33.483,31.525,34.129,32.314,72.874,27.125,44.717,20.289,0.197,
105,grand-champion-1,19,93b2f433f8b842289f815db2332f1733,0.455,41.666,0.053,25,35.666,354.1,0.614,67.986,16.055,59.967,3.489,34.848,32.152,33.587,31.117,72.992,27.007,46.303,19.832,0.06,
106,grand-champion-1,19,5dfec608e2534f57987a0f5a1eb79e34,0.594,54.444,0.201,40.555,43.666,395.8,0.902,66.3,13.235,56.539,5.365,30.224,39.927,33.773,35.592,66.169,33.83,45.026,23.694,0.295,
107,grand-champion-1,19,48d922e8888a44f287ef0caad38757b3,0.462,25.925,0.211,5.555,21.666,318.8,0.499,63.73,11.664,56.753,5.01,34.73,32.107,31.536,33.496,72.058,27.941,47.964,21.886,0.219,
108,grand-champion-1,19,f462cffc24324401af6e02052f62436c,0.435,37.962,0.23,35.185,27.857,394.4,0.615,63.565,8.336,53.299,4.181,33.907,33.705,33.818,33.14,69.239,30.76,50.024,21.509,0.04,
109,grand-champion-1,19,ac6c886855434378949ae77454026d4c,0.5,58.333,0.27,14.814,59.999,367.5,0.645,64.286,12.181,55.199,5.999,31.945,33.832,37.408,28.341,71.575,28.424,50.199,19.433,0.14,
110,grand-champion-1,19,7.66E+16,0.462,16.666,0.184,43.333,19,383.4,0.836,64.978,15.906,49.672,5.508,35.23,32.297,34.556,33.731,73.887,26.112,49.195,21.693,0.19,
111,grand-champion-1,19,7.66E+16,0.52,47.5,0.281,21.666,46.999,352.4,0.51,65.513,11.824,53.745,6.064,32.94,32.855,36.029,33.498,71.51,28.489,44.281,22.032,0.1,
112,grand-champion-1,19,7.66E+16,0.479,14.166,0.319,53,22.5,378.6,0.796,65.782,12.369,59.242,4.549,35.083,35.044,34.893,34.424,71.505,28.494,47.099,20.818,0.218,
113,grand-champion-1,19,7.66E+16,0.478,21.666,0.199,4.166,18.095,254,0.476,58.413,6.076,62.135,4.491,35.446,31.011,28.54,35.484,70.831,29.168,45.635,21.402,0.058,
114,grand-champion-1,19,7.66E+16,0.539,17.592,0.188,41.666,17,396,0.852,67.356,17.087,56.548,4.514,29.689,40.34,34.549,33.602,68.617,31.382,49.547,19.644,0.224,
115,grand-champion-1,19,7.66E+16,0.724,44.166,0.204,18.333,27.999,409.8,0.869,68.452,15.065,52.675,6.84,29.621,34.299,35.074,31.971,71.63,28.369,42.219,24.447,0.192,
116,grand-champion-1,19,7.66E+16,0.49,40.833,0.113,9.166,32.999,416.1,0.82,70.339,21.438,50.712,7.411,29.614,37.675,35.75,30.854,68.852,31.147,45.636,21.677,0.235,
117,grand-champion-1,19,1647fb0d5f9e4df69295e942bec0d0ab,0.411,36.666,0.364,22.5,34.166,330.3,0.46,61.321,8.013,59.515,4.018,34.478,28.031,31.953,31.129,74.574,25.425,48.951,19.055,0.145,
118,grand-champion-1,19,7.66E+16,0.405,16.166,0.311,37.5,22.261,426.7,1.038,66.156,13.707,50.278,5.269,29.314,37.218,36.181,30.773,67.752,32.247,46.241,23.592,0.246,
119,grand-champion-1,19,d11f75707aaf4073aadf1f624ed5b76d,0.668,43.166,0.169,14.166,25.333,448.8,0.835,70.395,16.446,54.602,5.541,30.156,36.613,33.176,34.548,66.756,33.243,42.571,23.352,0.318,
120,grand-champion-1,19,e0333a66a7ce4d5195fda8a13576c7c4,0.433,35.833,0.353,18.333,45,458.6,0.807,67.395,13.695,55.57,6.588,30.401,33.937,32.1,36.231,70.439,29.56,43.88,22.102,0.06,
121,champion-3,18,7.66E+16,0.539,22,0.24,29,21.666,337.8,0.68,61.347,7.277,62.828,5.249,35.499,31.133,32.361,35.467,75.645,24.354,49.864,19.421,0.16,
122,champion-3,18,RAMPAGEx14x,0.457,32.407,0.216,44.814,34.999,334.5,0.695,63.408,7.934,59.423,6.187,27.65,37.611,33.264,32.209,65.29,34.709,45.777,23.63,0.199,
123,champion-3,18,06f20652f3010900,0.62,52.777,0.159,12.962,42.333,387.7,0.6,65.695,12.255,61.258,3.95,35.506,28.668,32.133,32.432,71.489,28.51,44.654,22.037,0.16,
124,champion-3,18,43ebbcd7f53e46938fd8418d132847b6,0.62,53.703,0.1,13.888,35.666,352.3,0.64,64.352,9.432,61.737,4.613,28.135,35.092,34.262,29.372,68.454,31.545,42.691,21.992,0.24,
125,champion-3,18,7.66E+16,0.44,26.851,0.179,18.518,15.333,503.6,1.16,72.586,23.596,55.252,6.251,34.121,37.201,32.937,38.138,69.678,30.321,46.139,23.032,0.3,
126,champion-3,18,6939ea4c7f1c4526a8f9c3bd871c93d3,0.648,67.291,0.259,13.75,50.666,387.6,0.964,68.765,16.46,53.66,7.282,33.662,31.642,36.675,30.581,72.145,27.854,44.122,23.478,0.135,
127,champion-3,18,81dc7a81212f4f9994777df61f3da454,0.193,9.259,0.173,50,10,385.3,0.647,65.547,12.547,57.979,5.654,32.73,35.366,31.686,36.544,66.134,33.865,46.902,19.636,0.1,
128,champion-3,18,7.66E+16,0.384,22.916,0.183,25,12.5,441.6,0.787,69.752,20.227,49.833,3.841,30.691,34.162,34.349,33.351,69.821,30.178,44.505,22.256,0.258,
129,champion-3,18,7279f0eb633f4a84a36f4b7371719066,0.441,64.583,0.294,25,38.333,361.6,0.347,62.421,10.186,55.536,5.348,35.352,31.575,34.804,30.751,73.192,26.807,48.667,19.043,0.198,
130,champion-3,18,b91267661e15473c982810ffa921d1f5,0.5,22.962,0.105,28.148,16.261,336.2,0.666,61.317,8.988,61.411,4.464,31.206,34.366,33.004,32.524,68.878,31.121,48.878,19.024,0.049,
131,champion-3,18,fb62d1aa11a84f95b88d52187cdc92ed,0.47,40.666,0.24,24.333,39.166,334.4,0.467,62.773,8.592,55.063,6.194,35.84,29.833,36.945,30.74,71.038,28.961,45.944,18.895,0.209,
132,champion-3,18,7.66E+16,0.364,38.666,0.133,18.333,44.999,321.3,0.731,63.491,10.892,58.147,4.635,31.19,37.341,34.521,33.146,69.059,30.94,47.024,21.38,0.228,
133,champion-3,18,7.66E+16,0.275,42.857,0.108,21.428,26.666,314.1,0.629,62.1,8.239,57.902,4.897,30.49,34.603,31.868,32.086,67.456,32.543,45.026,21.995,0.116,
134,champion-3,18,2b4832cf9631432fbbee09c6ac33b797,0.59,32.333,0.294,12.5,25.333,350.9,0.713,64.695,10.359,55.146,5.479,31.318,35.492,37.103,30.974,73.051,26.948,45.711,22.04,0.143,
135,champion-3,18,4da9f1cd86e64accacd18954c6881065,0.342,12.962,0.169,40.74,11.666,323.3,0.675,65.895,10.989,52.769,5.369,38.274,31.074,30.004,38.976,72.777,27.222,46.184,21.985,0.177,
136,champion-3,18,7.66E+16,0.581,55,0.2,16.666,56.666,400.4,0.965,69.786,17.747,53.115,6.577,28.949,35.432,36.547,29.642,70.321,29.678,44.187,24.811,0.256,
137,champion-3,18,7.66E+16,0.594,25,0.117,22.222,15.833,434.1,0.574,69.647,18.241,56.183,5.519,36.841,31.634,32.465,35.812,73.5,26.499,49.599,17.798,0.146,
138,champion-3,18,7.66E+16,0.48,23.333,0.259,17.833,31.666,395.3,0.6,69.517,17.556,54.664,4.606,34.346,33.099,30.013,36.182,71.629,28.37,47.913,21.287,0.12,
139,champion-3,18,7.66E+16,0.568,48.888,0.282,27.592,48.166,390.6,0.53,70.147,19.165,53.249,6.31,32.051,36.639,36.016,32.818,69.015,30.984,51.452,17.484,0.235,
140,champion-3,18,7.66E+16,0.252,12.777,0.231,24.444,21.666,316.2,0.155,63,10.141,64.701,3.183,36.658,28.905,28.45,35.452,71.937,28.062,55.639,12.995,0.059,
141,champion-3,18,7.66E+16,0.433,38.333,0.348,25,35.666,375.9,0.365,64.96,12.39,54.287,6.852,32.575,33.605,34.661,32.854,70.29,29.709,53.637,16.479,0.15,
142,champion-3,18,e28aae86c534470ab35298905e14fc8f,0.695,55,0.413,12.5,25.44,450.8,0.726,70.539,20.475,55.977,6.859,33.111,35.206,38.93,30.616,74.704,25.295,46.6,22.365,0.327,
143,champion-3,18,2afa963f40e948fd8c4ffa2dd9e54a8a,0.398,20.833,0.155,13.333,22.499,317.9,0.434,66.608,10.825,58.35,4.931,37.212,30.257,30.457,37.38,74.712,25.287,47.906,18.468,0.146,
144,champion-3,18,93f6cbc894f94fb1af196a44431cb2cb,0.457,24.166,0.128,29.166,32.499,281.6,0.428,63.6,10.248,60.935,4.041,32.325,35.233,31.185,34.663,71.603,28.396,47.347,21.726,0.085,
145,champion-3,18,7.66E+16,0.245,4.166,0.403,29.166,5,262.6,0.368,57.682,4.897,60.89,4.137,35.098,33.735,33.146,34.423,70.929,29.07,51.737,18.66,0.04,
146,champion-3,18,PRI_XxblazexX,0.353,21.296,0.179,38.888,30,300.3,0.626,61.313,11.622,55.416,5.458,28.654,37.349,35.902,27.882,69.16,30.839,43.494,24.062,0.136,
147,champion-3,18,7.66E+16,0.487,34.259,0.17,23.148,40,367.9,0.462,67.069,12.501,55.283,5.528,37.898,31.93,25.967,42.688,70.974,29.025,49.115,19.512,0.311,
148,champion-3,18,7.66E+16,0.552,32,0.201,35.666,36.333,399,0.623,69.095,17.577,56.702,2.987,31.141,34.726,30.71,34.823,70.833,29.166,50.461,19.524,0.122,
149,champion-3,18,7.66E+16,0.549,52.5,0.46,20.833,33.666,452.7,0.776,72.999,22.133,48.384,6.977,27.883,35.952,38.624,29.456,70.27,29.729,47.93,22.391,0.313,
150,champion-3,18,888b06daff684cb7a4c07242de357a1a,0.445,41.666,0.158,9.629,41.666,319.1,0.562,62.678,9.096,62.151,2.98,32.452,34.667,33.813,32.432,69.449,30.55,49.324,20.776,0.372,
151,champion-2,17,7.66E+16,0.432,36.5,0.291,29.833,41.5,372.8,0.726,66.126,12.701,53.655,5.902,32.64,32.539,32.866,33.301,71.529,28.47,42.268,23.219,0.14,
152,champion-2,17,0432c36c078b47b4835ff66e1b1f22c1,0.577,34.333,0.18,27.666,30.833,377.5,0.916,67.908,14.35,52.984,6.58,30.597,36.072,32.873,31.852,67.411,32.588,41.631,24.558,0.238,
153,champion-2,17,db6fea08582b4853b80ee7866666d567,0.607,31.166,0.18,29.5,24.833,355.7,0.692,66.217,14.739,58.259,4.481,35.791,33.091,33.295,34.93,72.985,27.014,44.003,22.08,0.12,
154,champion-2,17,dfbd99db28254cd5818933b1e3016568,0.401,30,0.161,30,24.166,324.6,0.591,64.539,11.208,59.401,5.812,31.596,31.534,35.928,29.779,70.631,29.368,46.451,22.396,0.106,
155,champion-2,17,7.66E+16,0.415,23.333,0.237,27.5,39.999,316.5,0.537,64.63,9.997,55.282,5.754,34.052,31.896,35.174,34.113,72.258,27.741,49.53,19.383,0.216,
156,champion-2,17,b98c9d4b0b27421e90a5b65c0d867d17,0.417,29.166,0.175,22.5,34.999,375.6,0.743,68.2,13.918,58.51,4.863,34.955,34.91,30.53,38.66,68.149,31.85,46.545,23.468,0.166,
157,champion-2,17,7e0b00c53d224942b887fe69058c5805,0.445,36.458,0.211,6.25,29.5,343.5,0.787,63.613,8.335,60.697,4.319,31.115,38.359,37.798,29.281,69.002,30.997,43.117,22.106,0.275,
158,champion-2,17,e3abe7d20f984411b941f2d7a5ca8295,0.55,54.814,0.233,20.37,29.285,356.6,0.546,63.926,12.164,56.712,4.094,31.936,31.319,32.009,34.086,70.417,29.582,47.682,20.982,0.133,
159,champion-2,17,46f39c0d537a4b9ebfa231923ee50606,0.335,19.259,0.197,26.666,28.333,325.9,0.374,63.391,8.551,55.385,4.138,36.436,30.557,30.64,36.858,74.414,25.585,49.422,19.861,0.137,
160,champion-2,17,2661c5f543564475a5b2262304a7cbfc,0.418,58.75,0.267,15.416,37.499,358.8,0.491,65.539,12.665,55.295,5.847,30.229,37.215,34.248,30.701,68.014,31.985,50.238,18.668,0.151,
161,champion-2,17,7.66E+16,0.469,37,0.244,17,27.023,384.2,0.545,68.63,15.775,60.172,2.933,34.448,34.58,32.272,37.251,69.983,30.016,50.674,19.718,0.159,
162,champion-2,17,6f6a4f0631ca4bd08b1a5f92ac937823,0.333,28.333,0.146,12.5,39.5,384.3,0.349,65.378,12.751,52.559,4.263,38.356,28.969,32.917,35.139,74.946,25.053,55.925,16.314,0.198,
163,champion-2,17,7.66E+16,0.336,13.888,0.274,15.74,22,249.9,0.492,58.521,6.194,58.825,4.685,34.021,38.744,34.456,38.019,67.343,32.656,49.26,20.839,0.034,
164,champion-2,17,33ec402e98ed40a3b4c30861c29077bd,0.598,45.37,0.215,27.777,28.999,319.9,0.355,62.373,8.723,55.775,6.062,37.485,30.791,32.571,34.408,75.119,24.88,51.022,19.394,0.114,
165,champion-2,17,29e9dd189fde4a0780dab6c471bed774,0.481,17.5,0.092,36.666,20.833,357.2,0.449,64.9,10.006,60.375,5.624,31.292,35.02,32.771,35.208,69.515,30.484,48.132,19.741,0.096,
166,champion-2,17,piyopiyo-tyannnn,0.489,34,0.175,14.5,34.833,370.5,0.663,65.269,11.834,58.429,5.468,30.07,35.576,34.269,30.55,69.165,30.834,46.747,23.462,0.157,
167,champion-2,17,f4b98fa04b9a409ebd2d243e82f3a004,0.699,51.851,0.302,21.666,40.095,427.2,0.698,65.369,14.745,50.95,5.473,34.811,30.055,36.665,27.683,73.653,26.346,49.733,20.105,0.115,
168,champion-2,17,a0a911268bd44e2d9d3148423a8da99c,0.31,24.629,0.15,25.925,48.333,399.3,0.882,67.617,15.608,60.124,3.263,27.466,39.536,28.89,38.132,64.929,35.07,45.363,25.075,0.238,
169,champion-2,17,7.66E+16,0.398,20.333,0.204,9,22.499,437.1,0.608,68.308,16.263,61.167,4.654,39.241,28.079,28.755,38.201,72.799,27.2,52.113,16.396,0.124,
170,champion-2,17,7.66E+16,0.391,33.125,0.099,13.541,35.333,374.2,0.734,65.63,12.921,60.474,5.076,34.419,34.137,30.653,36.058,68.269,31.73,47.036,20.251,0.243,
171,champion-2,17,7.66E+16,0.62,34,0.291,42.333,35.666,414.2,0.724,69.717,18.672,54.596,6.156,33.049,35.543,38.078,30.159,70.432,29.567,44.231,22.545,0.421,
172,champion-2,17,7.66E+16,0.478,21.25,0.176,20.833,27.5,459,0.848,70.186,19.777,53.981,5.009,34.673,32.902,32.459,34.307,73.387,26.612,48.902,20.974,0.134,
173,champion-2,17,7.66E+16,0.523,35,0.332,45.833,28.666,261.8,0.346,59.295,5.492,64.314,3.316,31.244,35.269,32.935,34.649,65.762,34.237,47.438,19.214,0.17,
174,champion-2,17,5f8aeda7a2f7412ea924502b850befe6,0.407,47.5,0.228,17.5,40.666,418.2,0.975,64.113,11.093,58.738,5.25,31.117,35.967,36.057,32.65,68.515,31.484,45.369,24.869,0.14,
175,champion-2,17,7.66E+16,0.322,24.166,0.287,30,29.999,327.6,0.643,63.273,9,59.191,4.249,38.759,30.236,33.65,33.893,70.414,29.585,52.089,17.693,0.157,
176,champion-2,17,7ad70634c7c84727b5edf5140297e2ca,0.353,36.111,0.293,17.592,20.833,368.2,0.658,63.017,10.143,60.689,3.539,34.656,31.647,33.135,32.042,72.002,27.997,47.613,23.285,0.143,
177,champion-2,17,7.66E+16,0.777,54.629,0.303,11.111,29,463.6,1.029,69.508,19.584,46.944,5.094,32.14,35.244,35.508,33.243,71.23,28.769,42.795,25.042,0.173,
178,champion-2,17,7.66E+16,0.559,26,0.231,15.333,16.333,284.2,0.587,61.156,5.943,61.112,5.267,36.452,31.113,31.322,35.048,71.307,28.692,46.452,22.122,0.031,
179,champion-2,17,7.66E+16,0.38,36.111,0.3,15.925,22.666,302.6,0.199,61.226,7.163,57.842,5.146,43.918,23.63,30.219,38.391,75.256,24.743,56.886,15.552,0.14,
180,champion-2,17,7.66E+16,0.635,56.296,0.194,0,47.666,322.5,0.588,63.291,8.645,58.379,5.646,29.097,35.915,32.561,31.293,66.32,33.679,44.8,21.205,0.151,
181,champion-1,16,b40690cef4010900,0.81,63.703,0.22,15.555,36.75,420.4,0.886,70.908,16.318,63.662,3.475,29.347,37.773,33.603,33.304,67.891,32.108,43.456,24.642,0.275,
182,champion-1,16,7.66E+16,0.396,33.333,0.155,27.5,40.833,421.7,0.791,64.982,11.245,51.645,4.412,27.32,40.891,36.301,30.219,67.573,32.426,44.61,23.972,0.096,
183,champion-1,16,752e8af4aa4a43509dd61af4322a201a,0.428,15.555,0.373,28.518,15.833,391.6,0.607,67.269,15.747,56.338,3.9,34.706,35.293,35.582,32.554,71.542,28.457,49.984,20.941,0.193,
184,champion-1,16,7.66E+16,0.436,53.333,0.24,11.666,42.333,294.7,0.478,64.26,9.24,55.501,3.096,32.971,35.929,32.98,34.943,69.711,30.288,51.693,19.989,0.138,
185,champion-1,16,MidnaZG,0.489,23.333,0.195,29.166,19.5,423.1,0.86,69.913,15.925,57.745,4.637,33.573,35.367,32.653,36.404,69.824,30.175,45.751,23.054,0.274,
186,champion-1,16,dylanbobber,0.386,21.666,0.238,27.222,22.333,401.9,0.67,68.321,14.505,60.248,3.314,33.807,31.929,33.856,32.959,69.844,30.155,45.403,24.026,0.118,
187,champion-1,16,82feb54ae5a84738af4a3cd7c54a0261,0.387,40.625,0.199,25,19.999,365.2,0.855,68.143,16.565,56.429,3.514,31.758,33.255,35.575,33.184,71.211,28.788,45.551,23.863,0.285,
188,champion-1,16,7.66E+16,0.4,18.333,0.18,30.833,17.666,357.1,0.76,65.821,10.227,55.473,5.05,43.592,28.171,31.274,39.437,74.67,25.329,53.918,17.287,0.2,
189,champion-1,16,7.66E+16,0.481,46.875,0.36,14.583,28.333,421,0.954,66.756,13.448,56.128,5.339,31.837,37.866,36.417,33.413,66.638,33.361,46.722,24.337,0.133,
190,champion-1,16,7.66E+16,0.28,28.571,0.14,28.571,25,311.2,0.959,59.36,8.188,59.843,5.479,32.506,41.03,28.826,41.29,61.611,38.388,46.112,24.664,0.32,
191,champion-1,16,7.66E+16,0.382,32.142,0.346,8.333,22.5,288.2,0.401,61.913,8.318,58.156,5.792,33.37,33.848,32.672,36.128,72.108,27.891,45.937,20.531,0.033,
192,champion-1,16,7.66E+16,0.6,49.166,0.3,14.166,33,392.9,0.7,67.347,17.205,49.307,7.687,34.104,34.258,37.367,32.229,73.786,26.213,49.098,22.034,0.179,
193,champion-1,16,8e2e29dd108645d899a5b99cfae78e00,0.356,19.166,0.2,10,17.5,396.3,0.669,67.647,14.603,54.215,5.042,28.885,35.709,32.322,33.786,68.56,31.439,42.221,23.786,0.1,
194,champion-1,16,b7fde496027b4ea4858da3b6e60bfe65,0.332,15,0.069,12.5,14.999,232.2,0.372,58.756,3.749,70.911,1.654,41.77,26.56,26.171,38.271,77.461,22.538,48.931,18.089,0.02,
195,champion-1,16,7.66E+16,0.572,59.583,0.256,14.375,35.666,385.9,0.585,67.817,17.544,54.142,5.982,33.77,30.355,38.992,28.692,71.907,28.092,46.441,21.03,0.275,
196,champion-1,16,c32796b08c194a80b4c9da346768d7a5,0.34,29.047,0.239,14.047,29.999,402.4,0.678,68.086,13.134,53.017,3.683,35.777,31.413,31.267,35.73,69.75,30.249,45.908,22.719,0.1,
197,champion-1,16,2b9d4d00ee084447ba983a6be29e2db0,0.475,25.666,0.315,40.666,20.333,381,0.753,64.247,11.046,56.591,4.868,32.164,33.763,39.336,27.249,70.753,29.246,48.834,21.13,0.18,
198,champion-1,16,CloudyHabitz,0.566,37.777,0.159,8.518,39.833,315.9,0.584,61.839,11.076,57.203,5.277,41.821,30.345,26.444,45.743,74.693,25.306,51.683,17.988,0.166,
199,champion-1,16,7.66E+16,0.554,54.687,0.238,28.645,44.999,324.3,0.637,64.865,9.825,62.23,4.236,31.342,33.972,31.649,35.253,70.646,29.353,44.715,21.31,0.08,
200,champion-1,16,7.66E+16,0.517,50,0.199,8.333,41.19,335.3,0.798,66.886,13.879,56.173,4.136,35.95,33.31,31.908,37.73,71.311,28.688,51.11,20.238,0.339,
201,champion-1,16,99de0b0f00000900,0.38,9.791,0.26,38.333,10.833,310.1,0.52,63.83,10.306,60.082,2.634,34.464,33.037,30.546,36.519,70.733,29.266,48.977,19.278,0.02,
202,champion-1,16,7.66E+16,0.385,42.592,0.227,0,29.761,309.5,0.696,61.7,7.208,63.037,2.783,27.175,39.102,34.898,30.719,66.165,33.834,45.952,20.946,0.107,
203,champion-1,16,7.66E+16,0.418,12.5,0.133,40,16.19,316.8,0.552,62.969,9.327,58.61,3.815,37.914,31.883,30.196,37.821,72.481,27.518,48.288,20.011,0.14,
204,champion-1,16,frei-Wolf4,0.529,42.176,0.237,7.142,27.333,331.6,0.641,63.834,13.974,51.299,6.187,36.599,31.601,32.699,37.923,74.524,25.475,51.9,21.278,0.154,
205,champion-1,16,7.66E+16,0.46,35.396,0.219,30.396,54.666,289,0.44,58.917,7.013,67.287,1.44,35.21,30.184,34.055,29.747,77.21,22.789,50.037,19.767,0.16,
206,champion-1,16,7.66E+16,0.406,38.518,0.186,24.444,58,385.2,0.664,67.513,14.902,62.336,2.843,28.645,37.11,35.606,28.733,70.355,29.644,49.263,23.125,0.316,
207,champion-1,16,5d05aa42882fed6a,0.563,33.333,0.08,16.666,20.833,370.4,0.606,63.904,7.699,55.747,5.234,27.777,37.934,35.581,30.023,66.836,33.163,41.287,27.029,0.218,
208,champion-1,16,d2990518ce8548f89a84ea6452afd68d,0.418,31.481,0.16,18.518,38.333,280.4,0.225,61.943,7.938,61.825,2.88,37.576,30.847,31.565,35.288,72.154,27.845,46.934,19.196,0.038,
209,champion-1,16,e5b364aeee1f4ccbbb53f55d078cded6,0.538,39.166,0.397,3.333,37.666,409.3,0.567,67.752,15.238,58.272,5.169,35.534,32.358,35.057,33.778,75.304,24.695,52.862,18.378,0.164,
210,champion-1,16,7021eca411754a7298ddf30a9ef373c4,0.549,40.333,0.276,33,30.928,476.2,0.733,71.626,20.752,48.856,6.829,33.821,34.508,39.104,31.68,72.764,27.235,47.576,23.008,0.118,
211,diamond-3,15,82c2907127974698a71ec725ebeca904,0.639,51.357,0.2,16.5,30.499,388.4,0.64,65.526,12.387,62.367,2.469,39.478,28.202,33.465,36.744,75.291,24.708,50.919,17.421,0.199,
212,diamond-3,15,60074cd8e4c3462eb2bfb8439e12b86a,0.179,5,0.148,25,5,333.5,0.536,61.026,8.538,64.143,3.589,39.135,32.122,29.035,39.443,74.373,25.626,49.27,19.626,0.144,
213,diamond-3,15,d62fe771fa010900,0.61,34.166,0.38,22.5,41.833,430.6,0.873,67.2,14.756,52.741,7.424,31.25,38.943,41.657,30.91,71.912,28.087,46.363,22.481,0.1,
214,diamond-3,15,7.66E+16,0.436,35,0.274,27.5,37.833,386,0.623,67.53,15.749,58.883,4.146,29.753,34.047,35.688,28.962,69.82,30.179,46.235,22.981,0.202,
215,diamond-3,15,47f58b51b8c84adaad0bea806822f0bb,0.232,31.481,0.215,20.37,38.333,322.2,0.445,58.095,7.558,60.559,3.454,44.949,24.805,30.361,39.142,78.153,21.846,55.181,16.105,0.116,
216,diamond-3,15,ef945dd12d444cadbee2e2c9afc224ad,0.48,36,0.114,12.833,36.785,343.8,0.646,66.395,10.821,63.025,3.679,36.979,31.617,30.71,36.9,72.809,27.19,51.211,18.631,0.23,
217,diamond-3,15,7.66E+16,0.565,45.185,0.149,9.259,31.023,288.3,0.279,62.704,7.975,56.957,3.153,34.652,31.937,31.782,34.2,71.446,28.553,48.319,22.534,0.2,
218,diamond-3,15,7.66E+16,0.514,54.444,0.243,29.629,49.333,314.6,0.66,60.926,9.779,57.408,2.657,28.944,32.782,36.409,27.855,70.737,29.262,48.623,20.899,0.075,
