index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken,playstyle
325,champion-2,17,7.66E+16,0.805,54.074,0.203,22.962,35.119,339.0,44.448,14.774,2.473,9.311,32.621,8.691,0.601,62.347,7.612,66.542,30.67,2.787,52.703,47.944,45.496,55.169,72.067,27.932,43.78,31.212,25.006,0.017,0.18,
326,champion-2,17,7.66E+16,0.782,61.666,0.331,19.166,41.452,407.3,63.524,11.658,3.71,22.327,40.591,8.323,0.731,64.708,11.777,60.782,35.504,3.712,49.59,53.119,51.886,50.8,70.231,29.768,43.273,31.701,25.024,0.324,0.185,
327,champion-2,17,Tempest_tornado1,1.068,60.0,0.336,16.666,35.999,364.7,51.914,11.837,3.961,7.111,26.753,10.179,0.726,66.821,11.479,62.477,34.165,3.357,45.927,55.143,51.563,49.508,69.279,30.72,44.694,31.066,24.238,0.04,0.296,
328,champion-2,17,7.66E+16,1.139,50.833,0.2,17.083,31.452,406.1,57.04,9.22,4.48,15.201,34.562,14.334,0.8,68.056,15.658,54.636,40.35,5.012,49.824,50.272,50.343,49.759,73.079,26.92,45.345,32.045,22.609,0.18,0.1,
329,champion-2,17,7.66E+16,0.955,52.833,0.327,14.5,38.583,300.9,45.322,9.492,2.966,6.002,29.248,8.207,0.627,60.36,5.981,66.952,31.132,1.914,54.024,47.782,47.712,54.066,74.848,25.151,48.137,29.854,22.008,0.04,0.178,
330,champion-2,17,bd960521d24a41e68298a7b973020875,0.752,54.0,0.499,17.333,27.666,500.5,119.396,9.825,5.307,15.481,37.432,9.161,1.223,69.265,17.129,53.692,41.199,5.108,47.689,53.772,52.177,49.253,70.591,29.408,48.316,28.089,23.593,0.133,0.079,
331,champion-3,18,f5f62081a37c4037bbbaa5432e677d65,0.893,48.214,0.451,19.761,35.777,399.8,36.266,10.588,3.726,14.571,32.194,8.724,0.589,65.026,11.644,53.817,41.705,4.476,52.833,47.866,52.967,47.724,76.807,23.192,46.729,31.65,21.619,0.127,0.163,
332,champion-3,18,e9ee72dd792a4a9ca61516f583cec637,0.78,53.333,0.428,12.5,41.333,426.2,119.277,9.089,5.075,9.562,26.843,14.241,0.805,69.178,16.528,60.604,34.355,5.04,46.843,54.99,51.482,50.311,73.092,26.907,47.51,29.806,22.683,0.296,0.172,
333,champion-3,18,45051e76e9a74f53ae7ab1bca7f2fdd8,0.698,58.333,0.427,23.333,42.749,439.9,60.36,8.344,4.396,18.894,41.619,10.12,0.69,64.604,13.287,54.569,40.35,5.08,53.773,47.269,47.924,53.166,75.428,24.571,48.751,30.697,20.551,0.121,0.337,
334,champion-3,18,146c9b5252b34cb996906c98760b3eef,0.732,67.833,0.404,21.833,46.166,429.1,70.73,10.23,4.983,10.231,27.733,19.563,0.925,68.821,18.125,56.683,38.938,4.378,48.522,52.163,55.336,45.32,75.028,24.971,47.704,31.51,20.784,0.236,0.162,
335,champion-3,18,e43cd12366b54eca86de93a6e7ad38ef,0.593,48.75,0.22,40.0,35.833,397.3,47.535,13.88,4.129,13.46,36.81,8.698,0.675,65.817,12.668,60.897,35.106,3.995,53.328,46.196,44.215,55.367,71.494,28.505,47.568,31.352,21.078,0.12,0.216,
336,champion-3,18,7.66E+16,0.596,51.25,0.215,36.875,25.666,353.7,46.521,14.347,3.868,10.111,33.006,7.258,0.856,66.343,13.786,56.705,39.434,3.86,47.202,52.851,55.021,44.969,68.479,31.52,46.166,30.519,23.313,0.213,0.14,
337,champion-3,18,b65193c4b35649ce9aefbfdb82814d7a,1.106,70.5,0.471,10.055,42.015,389.2,58.508,10.808,3.746,13.421,35.381,11.804,0.647,64.239,11.579,60.496,35.721,3.781,47.731,52.457,52.17,48.017,76.678,23.321,49.438,29.051,21.51,0.08,0.2,
338,champion-3,18,5a2aeec86ef3452980b8bc1dff01cd5e,0.712,45.833,0.474,26.333,27.249,342.7,32.918,10.605,3.836,7.674,26.356,16.966,0.747,64.908,12.218,59.087,35.585,5.326,47.328,52.851,48.578,51.494,72.809,27.19,46.028,31.208,22.762,0.116,0.15,
339,champion-3,18,f71770feb00c4197b17d4eb356e9570e,0.778,49.666,0.297,38.333,44.976,452.6,60.778,8.733,5.165,11.137,30.132,15.4,0.759,66.121,14.753,57.166,36.57,6.263,50.411,51.093,49.456,52.036,71.877,28.122,49.551,30.104,20.344,0.138,0.18,
340,champion-3,18,f5ed2276cfc04e1c8458a331040c5ca4,0.752,34.0,0.394,36.5,38.666,381.1,61.655,12.683,3.943,10.548,28.573,14.933,0.707,65.43,13.122,60.936,35.292,3.77,51.536,47.899,51.191,48.251,75.268,24.731,45.936,31.746,22.317,0.218,0.139,
341,champion-3,18,7.66E+16,0.724,44.833,0.367,36.166,41.499,351.1,65.909,11.369,3.631,8.27,23.286,12.498,0.745,66.204,14.475,62.335,34.927,2.736,54.791,46.082,46.918,53.989,76.165,23.834,47.562,30.426,22.01,0.136,0.156,
342,champion-3,18,31572b37224d42be8d4f3b633c3e2a9e,0.764,58.166,0.296,23.666,30.047,394.8,44.45,11.295,3.754,15.355,40.629,9.614,0.493,65.191,14.53,53.105,42.297,4.597,54.014,45.579,47.843,51.734,74.793,25.206,48.109,32.25,19.64,0.157,0.098,
343,champion-3,18,456de824b1954dd19b7cb2cb8b80d06c,0.953,74.973,0.555,18.174,47.638,477.8,50.993,13.041,5.067,13.958,34.364,6.441,0.807,68.76,19.269,51.243,43.629,5.126,48.363,50.838,51.596,47.557,74.163,25.836,46.108,34.083,19.808,0.218,0.24,
344,champion-3,18,e7c713ebe40b4fd69ad715a8843f585c,0.552,41.111,0.355,28.333,51.388,413.2,68.832,10.683,4.512,13.392,36.778,7.548,1.116,66.495,14.744,55.443,39.789,4.766,47.738,53.262,51.952,49.095,70.879,29.12,47.347,29.356,23.295,0.274,0.214,
345,champion-3,18,7.66E+16,1.032,48.388,0.279,22.944,40.928,454.6,60.977,12.276,4.592,10.848,35.767,9.141,0.972,68.021,14.435,57.764,36.606,5.629,50.841,48.788,48.284,51.395,72.733,27.266,45.571,29.877,24.551,0.139,0.199,
346,champion-3,18,7.66E+16,0.803,65.0,0.655,18.333,55.999,394.8,59.026,10.087,4.337,11.352,30.655,10.407,0.791,64.447,12.889,57.125,39.121,3.752,53.114,48.985,52.997,49.075,73.337,26.662,49.561,30.209,20.228,0.093,0.133,
347,champion-3,18,7.66E+16,0.864,64.074,0.418,14.259,40.249,320.6,34.785,9.32,3.544,8.475,21.527,18.318,0.558,61.852,11.518,56.235,39.775,3.988,51.353,49.477,51.65,49.218,75.806,24.193,50.262,29.37,20.366,0.194,0.04,
348,champion-3,18,f85fbad0fb010900,0.721,53.166,0.33,23.333,38.833,355.8,50.917,10.622,3.152,13.648,33.018,12.666,0.638,63.708,12.901,56.032,39.137,4.829,51.941,48.406,50.426,49.905,74.211,25.788,49.858,28.387,21.753,0.24,0.176,
349,champion-3,18,7.66E+16,0.744,47.5,0.244,30.0,25.619,402.7,45.649,10.65,4.09,10.57,31.211,9.365,1.114,66.434,11.527,56.982,39.712,3.305,46.806,53.95,47.892,52.864,68.583,31.416,45.348,30.96,23.69,0.1,0.174,
350,champion-3,18,26e9a885bc2e47eea26381a1829c8e0d,0.873,66.666,0.411,2.5,29.595,375.2,64.448,10.359,4.07,9.816,31.695,13.499,0.64,64.999,10.784,61.437,34.27,4.291,50.54,50.77,52.264,49.036,76.235,23.764,47.527,31.521,20.951,0.191,0.193,
351,champion-3,18,7.66E+16,0.937,46.666,0.409,25.833,27.714,463.0,36.492,11.505,5.643,14.012,28.714,16.027,1.32,69.991,16.603,54.061,40.444,5.494,48.309,53.628,47.975,53.927,72.047,27.952,44.605,31.02,24.374,0.096,0.204,
352,champion-3,18,5dd8a42890054704b08e0230fc198c87,0.883,70.999,0.61,19.833,57.714,426.0,85.055,11.814,4.595,12.616,34.958,12.524,0.912,66.573,13.871,61.231,34.497,4.27,50.341,49.717,55.383,44.684,76.124,23.875,49.179,30.619,20.2,0.361,0.176,
353,champion-3,18,7.66E+16,0.502,29.0,0.304,41.333,48.999,299.6,34.297,10.723,3.053,6.043,24.406,12.272,0.436,63.691,8.089,59.705,35.3,4.994,50.15,50.159,44.198,56.102,71.182,28.817,48.596,31.037,20.366,0.15,0.094,
354,champion-3,18,7.66E+16,1.011,45.619,0.218,15.0,37.968,432.4,63.298,12.892,4.444,8.954,28.992,9.628,0.829,69.399,18.529,55.014,41.981,3.004,49.313,50.539,50.766,49.065,74.604,25.395,43.09,32.103,24.806,0.322,0.168,
355,champion-3,18,2b9de22c4a694605b6e81f83ba56c211,0.982,70.925,0.562,11.111,44.571,427.3,63.659,10.097,4.984,9.833,27.579,22.004,0.846,67.647,16.903,55.545,38.074,6.38,48.492,50.486,55.198,43.768,77.904,22.095,46.169,31.287,22.543,0.279,0.192,
356,champion-3,18,7.66E+16,0.681,36.0,0.178,19.0,35.499,375.6,41.319,12.498,3.313,17.56,37.11,8.288,0.616,64.917,11.559,58.116,37.981,3.901,48.873,51.574,49.208,51.251,70.671,29.328,43.77,31.198,25.03,0.249,0.152,
357,champion-3,18,7.66E+16,0.83,60.0,0.36,15.0,34.19,447.4,71.026,10.051,4.444,17.693,43.768,8.857,0.599,67.3,12.945,56.733,39.039,4.227,49.796,51.353,54.301,46.819,73.631,26.368,46.939,31.593,21.466,0.093,0.308,
358,champion-3,18,Complex-1318,0.561,40.0,0.423,27.5,25.333,343.4,45.231,9.097,3.27,17.643,34.365,9.938,0.409,63.521,10.104,62.293,34.474,3.231,52.273,48.046,45.001,55.461,72.968,27.031,48.601,31.203,20.194,0.04,0.218,
359,champion-3,18,1fdaa4a57227447fa0df00788b3c5afc,0.876,41.333,0.559,37.5,32.523,395.1,48.712,9.572,4.704,9.359,27.133,13.376,0.911,68.647,18.273,50.988,42.431,6.579,47.335,52.522,52.554,47.336,71.485,28.514,48.902,27.95,23.146,0.183,0.17,
360,champion-3,18,7.66E+16,0.671,58.541,0.518,26.041,33.333,369.1,28.936,12.161,3.047,16.759,42.446,10.219,0.457,61.917,11.677,55.821,40.32,3.858,50.963,52.082,52.92,50.113,74.72,25.279,48.083,30.813,21.102,0.098,0.198,
361,grand-champion-1,19,7.66E+16,0.948,58.0,0.235,29.5,38.214,339.3,36.353,10.158,3.452,11.624,35.732,12.327,0.602,62.03,10.827,55.073,38.391,6.535,47.957,52.308,52.013,48.246,71.473,28.526,46.422,31.35,22.227,0.139,0.176,
362,grand-champion-1,19,7.66E+16,0.4,29.074,0.419,41.481,39.166,339.0,48.5,14.68,2.82,11.798,41.288,8.353,0.56,64.152,12.606,57.892,37.862,4.244,50.778,48.914,45.143,54.715,67.297,32.702,45.583,32.652,21.763,0.2,0.12,
363,grand-champion-1,19,7.66E+16,0.751,40.714,0.263,33.69,35.285,407.2,68.223,13.868,4.295,7.974,25.076,14.481,0.684,70.556,18.969,58.867,37.13,4.002,52.504,46.853,46.198,53.162,74.386,25.613,48.645,30.996,20.358,0.313,0.151,
364,grand-champion-1,19,7.66E+16,0.889,56.166,0.35,16.0,30.357,409.7,63.483,9.278,4.278,12.812,33.896,13.269,0.693,67.713,15.742,58.669,37.983,3.346,51.832,47.531,46.91,52.472,73.132,26.867,45.714,33.823,20.462,0.067,0.268,
365,grand-champion-1,19,7.66E+16,0.815,48.425,0.544,27.222,35.499,405.5,44.277,12.617,4.423,10.275,30.441,10.49,0.93,67.743,16.665,52.519,41.693,5.786,47.937,52.227,52.997,47.148,73.467,26.532,46.899,30.186,22.913,0.119,0.098,
366,grand-champion-1,19,7.66E+16,0.779,41.0,0.406,39.75,43.047,403.7,55.285,10.679,4.109,13.379,35.224,9.608,0.631,65.221,13.825,53.36,41.888,4.75,54.106,46.632,50.019,50.728,76.093,23.906,50.348,29.474,20.177,0.184,0.275,
367,grand-champion-1,19,7.66E+16,0.828,21.875,0.341,60.416,16.583,448.3,51.019,11.118,4.592,13.793,36.084,11.958,0.883,67.295,15.311,50.11,42.878,7.01,48.079,53.209,55.271,46.026,75.067,24.932,45.407,30.702,23.89,0.051,0.255,
368,grand-champion-1,19,7.66E+16,0.705,49.444,0.414,41.851,34.666,475.6,78.214,12.417,4.979,14.844,35.801,11.002,0.803,70.36,20.78,55.729,39.279,4.99,46.546,53.313,51.551,48.279,70.353,29.646,45.656,33.677,20.665,0.39,0.098,
369,grand-champion-1,19,6996eedf636f47628ef50408673dca34,0.897,52.5,0.453,35.833,37.19,458.2,68.724,10.524,4.771,10.485,31.651,15.188,0.946,67.534,16.946,53.303,41.259,5.437,47.974,52.385,51.987,48.374,73.376,26.623,46.303,30.734,22.962,0.253,0.196,
370,grand-champion-1,19,7.66E+16,0.861,62.962,0.367,16.666,35.357,445.4,51.477,11.577,4.582,13.38,33.698,13.196,0.923,69.047,17.481,50.809,41.93,7.26,51.136,49.291,50.087,50.354,75.691,24.308,45.776,31.67,22.553,0.246,0.135,
371,grand-champion-1,19,7.66E+16,0.849,56.619,0.313,33.285,48.333,369.4,34.972,13.842,3.023,14.546,37.129,8.518,0.833,65.395,12.016,53.99,40.807,5.202,50.993,49.824,50.658,50.18,74.059,25.94,42.93,32.53,24.538,0.116,0.058,
372,grand-champion-1,19,7824fdb83b9a486cad3f6c203805369a,0.775,48.0,0.457,27.0,35.833,489.1,106.219,11.002,5.057,19.809,41.173,11.007,0.877,67.104,16.419,54.967,40.109,4.923,50.126,49.783,51.838,48.074,72.789,27.21,49.913,31.072,19.013,0.099,0.1,
373,grand-champion-1,19,7.66E+16,1.04,49.583,0.24,31.666,33.555,482.2,66.44,12.4,5.18,13.514,31.509,8.954,1.2,70.1,19.717,54.586,38.905,6.507,49.497,50.324,53.336,46.462,76.91,23.089,38.338,32.51,29.151,0.08,0.04,
374,grand-champion-1,19,7.66E+16,0.879,50.416,0.08,15.416,43.571,408.1,69.34,12.3,3.6,14.987,31.069,13.25,0.84,67.104,15.59,55.936,39.251,4.812,50.415,48.765,45.741,53.574,74.545,25.454,37.432,33.274,29.292,0.28,0.04,
375,grand-champion-1,19,0029cbfbd1c74d6f8441351c3db3bca2,0.65,42.666,0.558,24.666,34.888,444.8,55.124,10.586,4.616,20.191,49.052,7.252,0.457,65.973,15.005,49.282,45.523,5.194,54.425,45.985,51.369,49.078,76.415,23.584,52.368,30.778,16.852,0.098,0.178,
376,grand-champion-1,19,503748343b5943f7a5d01e327cf028d6,0.733,32.666,0.365,19.0,37.166,382.2,55.884,12.5,3.439,11.71,33.76,10.696,0.685,64.413,13.064,59.549,36.364,4.086,47.527,52.887,52.529,47.885,69.827,30.172,45.95,33.527,20.521,0.152,0.12,
377,grand-champion-1,19,7.66E+16,0.674,56.333,0.357,34.166,45.166,461.9,91.544,11.483,4.862,14.244,35.27,12.84,0.932,68.878,17.587,55.12,40.361,4.518,50.715,49.557,52.722,47.55,73.491,26.508,45.175,32.817,22.006,0.1,0.178,
378,grand-champion-1,19,807395d8e1c842dc9e4cc1f57fd0f424,0.934,48.333,0.555,12.5,24.166,419.4,92.839,8.969,4.606,12.395,36.611,15.632,0.678,65.8,15.562,57.628,37.88,4.491,48.536,51.232,50.505,49.316,73.763,26.236,51.142,30.014,18.842,0.158,0.297,
379,grand-champion-1,19,5c0dec2463434d309d9c6b07d84f148e,0.783,61.5,0.213,17.666,32.333,483.3,98.037,11.486,4.423,17.463,35.145,9.123,0.997,66.56,14.507,53.841,40.241,5.916,44.894,54.811,47.256,52.44,67.272,32.727,45.469,29.49,25.04,0.292,0.199,
380,grand-champion-1,19,7.66E+16,0.715,36.166,0.478,26.5,33.666,381.5,49.878,13.57,3.701,12.883,30.514,9.889,0.592,65.434,11.059,58.614,37.484,3.901,54.535,46.193,49.288,51.474,76.378,23.621,48.877,31.803,19.319,0.115,0.275,
381,grand-champion-1,19,e9ee72dd792a4a9ca61516f583cec637,0.78,53.333,0.428,12.5,41.333,426.2,119.277,9.089,5.075,9.562,26.843,14.241,0.805,69.178,16.528,60.604,34.355,5.04,46.821,54.969,51.482,50.311,73.092,26.907,47.51,29.806,22.683,0.296,0.172,
382,grand-champion-1,19,7.66E+16,0.711,38.75,0.25,31.25,29.166,355.0,46.149,13.242,3.298,8.831,29.465,12.057,0.652,64.191,12.109,58.108,38.623,3.267,47.844,52.707,49.325,51.236,70.189,29.81,46.396,31.221,22.382,0.15,0.17,
383,grand-champion-1,19,7.66E+16,0.739,39.0,0.44,27.833,36.38,442.0,77.84,9.32,5.16,13.373,32.525,13.412,0.86,71.278,18.231,49.397,44.181,6.42,49.454,52.562,49.625,52.432,72.119,27.88,50.837,30.029,19.132,0.12,0.159,
384,grand-champion-1,19,e2258ad8f9010900,0.65,64.166,0.199,27.5,49.666,390.1,68.047,11.215,3.687,13.723,41.063,5.327,0.798,66.865,18.278,57.445,39.41,3.144,45.229,55.475,51.8,48.953,70.561,29.438,42.013,33.273,24.713,0.262,0.208,
385,grand-champion-1,19,7.66E+16,0.9,33.333,0.42,37.083,22.166,447.1,90.699,11.36,4.7,14.291,35.208,10.55,0.699,69.752,18.334,58.451,36.814,4.734,48.942,51.28,45.586,54.649,72.683,27.316,43.037,34.054,22.907,0.22,0.24,
386,grand-champion-1,19,7.66E+16,0.92,54.682,0.34,34.206,40.444,321.3,54.08,12.76,3.12,5.604,26.564,12.184,0.78,62.782,10.137,61.6,34.117,4.281,51.647,48.965,51.503,49.116,73.674,26.325,47.008,30.242,22.748,0.2,0.12,
387,grand-champion-1,19,e9ec591b72714839b305d809cb094740,0.772,52.5,0.575,30.0,54.785,463.6,74.261,10.206,5.058,14.313,34.42,9.887,0.94,70.926,22.269,52.676,42.599,4.724,48.738,50.824,52.774,46.788,72.171,27.828,48.577,29.837,21.584,0.363,0.174,
388,grand-champion-1,19,7.66E+16,0.907,64.666,0.47,15.333,43.452,450.6,44.234,10.938,4.45,12.152,33.883,11.39,0.907,68.626,15.908,53.05,41.189,5.759,47.198,51.89,52.561,46.53,71.632,28.367,44.321,33.178,22.5,0.166,0.164,
389,grand-champion-1,19,7.66E+16,0.82,44.333,0.374,33.666,38.214,419.9,122.223,11.275,4.382,9.93,29.185,16.254,1.187,67.034,17.505,65.075,31.558,3.365,50.674,50.055,45.674,55.059,74.934,25.065,43.437,32.881,23.681,0.274,0.196,
390,grand-champion-1,19,be79c73fc22f439fb6d719f3849b4cf2,0.614,36.111,0.376,37.962,27.333,361.7,27.423,10.259,3.666,12.724,30.829,10.306,0.495,64.882,11.483,56.299,39.568,4.131,53.808,46.904,48.649,52.079,76.969,23.03,49.472,31.869,18.657,0.179,0.2,
391,grand-champion-2,20,7.66E+16,0.821,30.925,0.354,44.259,13.428,497.3,81.949,14.149,4.898,13.544,38.341,11.21,1.004,74.039,27.036,46.383,46.99,6.626,47.391,52.527,46.487,53.431,68.755,31.244,44.189,31.845,23.964,0.32,0.154,
392,grand-champion-2,20,a836d5881ee74430b41db0cfb358d438,0.879,46.0,0.439,30.0,40.841,413.8,45.8,10.04,4.34,12.541,35.757,11.01,0.78,65.921,16.295,55.146,38.836,6.017,47.499,51.332,46.926,51.885,72.049,27.95,45.199,32.105,22.695,0.32,0.1,
393,grand-champion-2,20,77f223e9830e45c98e6bd1aeb47cee34,0.73,51.666,0.688,35.0,27.333,394.3,53.457,9.487,4.162,14.621,38.672,9.679,0.616,65.486,13.598,53.459,42.455,4.085,54.294,47.135,52.8,48.622,76.876,23.123,51.154,30.955,17.889,0.2,0.18,
394,grand-champion-2,20,2786ea78fe010900,0.44,38.333,0.56,30.833,36.666,444.4,52.659,10.9,4.86,12.371,30.642,10.373,0.96,66.152,16.902,52.901,43.851,3.247,48.298,52.248,48.369,52.171,72.615,27.384,46.907,31.967,21.125,0.22,0.3,
395,grand-champion-2,20,7.66E+16,0.718,35.0,0.334,41.166,38.166,367.6,23.869,12.62,3.466,9.935,34.604,6.988,0.881,62.691,11.98,56.283,38.535,5.18,50.797,48.853,50.965,48.652,77.654,22.345,44.63,35.453,19.916,0.272,0.179,
396,grand-champion-2,20,cc2467b184624b15be3ea147d9c9754f,0.745,55.82,0.28,17.328,46.666,404.0,69.617,10.373,4.179,11.966,33.072,13.947,0.47,69.256,18.941,56.187,40.181,3.631,51.534,48.619,46.707,53.436,75.291,24.708,50.805,29.627,19.567,0.208,0.298,
397,grand-champion-2,20,7.66E+16,1.014,69.259,0.437,21.944,42.13,416.7,51.922,12.237,3.928,11.792,40.143,8.922,0.865,66.295,16.082,48.112,44.523,7.363,47.908,52.114,51.209,48.79,74.495,25.504,43.626,33.956,22.416,0.254,0.214,
398,grand-champion-2,20,7.66E+16,0.803,50.333,0.362,18.166,31.309,482.0,57.693,10.005,5.541,13.337,30.542,12.639,0.993,72.03,24.452,49.411,43.559,7.028,48.059,54.335,48.985,53.396,71.386,28.613,45.61,31.336,23.052,0.111,0.232,
399,grand-champion-2,20,7.66E+16,0.801,62.833,0.496,27.666,42.134,416.7,50.189,9.716,4.244,13.865,38.254,10.447,0.846,67.686,15.079,50.606,44.07,5.323,47.713,51.79,52.293,47.206,72.507,27.492,45.07,32.191,22.737,0.199,0.255,
400,grand-champion-2,20,7.66E+16,0.733,42.407,0.396,39.259,37.19,424.1,82.082,11.44,4.438,13.493,33.446,10.943,0.459,66.73,13.925,59.79,34.998,5.21,51.275,49.297,48.217,52.35,74.303,25.696,49.112,31.823,19.064,0.139,0.418,
401,grand-champion-2,20,09fe1f56d35c4320b9752a0c9b23b254,1.02,71.296,0.38,17.592,34.761,396.8,44.22,13.74,3.62,8.718,30.428,14.113,0.6,66.608,15.211,53.22,41.787,4.991,51.442,49.462,51.036,49.857,76.182,23.817,47.773,32.011,20.214,0.12,0.18,
402,grand-champion-2,20,7.66E+16,0.714,42.777,0.417,37.407,38.333,407.5,49.316,11.709,4.175,13.054,37.536,10.167,0.98,67.108,15.968,54.826,40.829,4.344,49.384,50.305,51.242,48.435,77.037,22.962,46.453,33.472,20.073,0.02,0.197,
403,grand-champion-2,20,7.66E+16,0.692,32.407,0.377,41.666,30.833,402.1,51.17,13.191,4.234,10.726,30.816,11.868,0.826,71.191,19.482,53.302,41.758,4.939,54.151,46.585,46.427,54.329,78.004,21.995,47.253,34.115,18.631,0.115,0.175,
404,grand-champion-2,20,7.66E+16,0.634,32.222,0.515,33.703,26.999,401.3,53.953,13.903,4.18,8.062,29.996,11.44,0.536,63.904,10.931,57.443,37.116,5.44,50.921,48.316,49.968,49.275,79.53,20.469,50.886,32.188,16.924,0.178,0.098,
405,grand-champion-2,20,7.66E+16,0.788,60.37,0.429,17.037,36.333,400.5,45.987,13.061,3.79,12.789,37.35,10.727,0.554,64.939,13.034,53.334,39.408,7.257,49.042,50.551,49.097,50.487,76.895,23.104,50.23,31.575,18.194,0.175,0.035,
406,grand-champion-2,20,f95ec05f41634153bc1e3d9f104e7f47,0.728,32.777,0.438,22.222,27.0,421.8,39.306,10.781,4.427,16.034,34.664,12.104,0.632,67.634,14.59,53.801,40.99,5.207,53.135,47.749,47.3,53.575,77.844,22.155,45.381,33.201,21.416,0.136,0.217,
407,grand-champion-2,20,ce62322722c341529c541c1b46dde664,0.764,56.25,0.47,31.25,19.5,383.9,52.399,10.551,3.606,12.675,31.026,12.8,0.753,63.604,11.42,58.997,36.863,4.139,53.352,46.912,48.923,51.364,74.209,25.79,45.616,33.926,20.457,0.164,0.144,
408,grand-champion-2,20,7.66E+16,0.801,54.5,0.386,34.333,27.19,401.6,40.745,8.829,3.844,10.405,33.489,16.266,0.695,67.23,14.54,52.613,41.792,5.593,50.596,49.122,48.753,50.948,73.811,26.188,48.162,33.61,18.227,0.075,0.059,
409,grand-champion-2,20,be47fbe4fd010900,0.963,63.0,0.544,15.0,29.619,410.3,84.342,11.403,3.927,12.816,33.234,10.478,0.704,65.482,16.171,57.836,37.132,5.03,51.335,49.366,51.692,48.995,74.932,25.067,48.203,32.046,19.749,0.152,0.208,
410,grand-champion-2,20,429fc0ccf8010900,0.639,42.857,0.216,27.857,40.333,372.6,67.203,10.993,3.609,12.255,35.309,9.678,0.621,64.808,10.779,65.614,31.595,2.79,50.338,50.314,50.455,50.261,75.692,24.307,46.779,32.831,20.389,0.258,0.293,
411,grand-champion-2,20,a836dd94380e44a3855f56e24179dfd2,0.67,56.666,0.361,23.0,50.416,386.3,37.228,11.413,3.518,10.785,31.768,10.138,0.727,63.86,10.822,58.522,37.599,3.877,47.09,52.679,50.16,49.639,71.382,28.617,45.917,32.289,21.793,0.11,0.117,
412,grand-champion-2,20,49462f9ef1010900,0.78,59.0,0.34,28.333,45.833,512.6,94.6,11.28,5.4,15.095,38.591,7.437,1.22,70.886,21.293,51.42,43.014,5.564,45.934,54.344,54.532,45.727,71.038,28.961,45.424,30.66,23.914,0.179,0.1,
413,grand-champion-2,20,7.66E+16,1.013,34.761,0.251,40.357,22.396,457.4,58.504,12.231,5.51,11.843,30.188,10.618,0.953,69.952,20.801,48.894,43.392,7.713,51.706,48.925,49.859,50.625,74.987,25.012,42.632,33.84,23.527,0.248,0.177,
414,grand-champion-2,20,7.66E+16,0.58,50.416,0.28,15.0,46.833,471.2,67.519,11.84,4.52,15.384,41.971,6.054,0.78,70.526,19.816,47.974,45.927,6.097,49.014,50.988,48.944,51.052,70.535,29.464,44.661,32.799,22.539,0.26,0.3,
415,grand-champion-2,20,94ce78d37f3e42ada51d286efdf3303a,0.751,55.555,0.421,19.444,25.083,432.5,64.487,12.084,4.324,11.884,31.267,12.504,0.718,69.665,20.164,55.457,40.427,4.114,54.918,45.694,45.26,55.359,77.299,22.7,47.027,30.879,22.092,0.194,0.207,
416,grand-champion-2,20,Sinistra_0,0.676,37.5,0.359,13.333,27.833,353.0,45.824,10.513,4.36,7.648,22.216,23.892,0.912,65.452,13.881,56.029,38.749,5.22,52.607,47.776,47.392,53.031,74.695,25.304,45.796,31.814,22.389,0.139,0.178,
417,grand-champion-2,20,7.66E+16,1.014,56.333,0.311,21.166,36.595,385.8,60.037,11.879,3.603,13.174,39.327,7.816,0.801,66.608,15.883,55.105,38.887,6.007,47.688,51.481,49.576,49.662,71.524,28.475,45.165,30.652,24.181,0.172,0.275,
418,grand-champion-2,20,7ecc7f18d7e84777b0aea507cd6f65ae,0.74,38.0,0.24,21.166,30.547,376.4,54.66,10.7,3.58,13.347,36.41,12.782,0.42,64.021,12.247,58.926,37.18,3.892,60.72,40.84,42.408,59.449,79.442,20.557,49.055,33.844,17.1,0.06,0.219,
419,grand-champion-2,20,7.66E+16,0.736,42.5,0.237,29.166,31.619,336.3,54.721,12.875,3.216,9.211,30.777,10.945,0.787,64.786,12.299,57.248,38.849,3.902,52.644,46.927,47.085,52.399,75.932,24.067,45.634,32.574,21.79,0.123,0.092,
420,grand-champion-2,20,7.66E+16,0.522,33.5,0.405,16.5,37.666,407.4,45.081,14.018,3.878,13.472,40.505,8.045,0.791,62.8,11.925,60.787,35.452,3.759,51.701,48.222,50.498,49.413,75.029,24.97,48.379,32.97,18.65,0.254,0.094,
421,grand-champion-3,21,7.66E+16,0.76,56.19,0.539,23.69,50.277,473.1,106.8,15.86,4.699,11.35,34.266,9.331,0.94,69.317,20.051,56.204,37.021,6.774,50.797,49.138,50.271,49.686,71.986,28.013,48.565,30.479,20.954,0.32,0.22,
